q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
2,YN,0x1 0,"Two blocks, named HHH and LLL exist in the image. A little grey star is inside and touching and a medium red pentagon is in block HHH. Block HHH covers a large purple hexagon. South of the red thing there is the hexagon. The red object is to the west of this object. The little object is south of and to the west of the hexagon. Block LLL cover a large grey star and a large grey pentagon. South of the large grey star there is the large grey pentagon.",Is the large purple hexagon covered by all blocks?,No,Yes No,1,1,tpp,tpp,No
1,YN,0x3 0x0,"There exists one block called AAA. This block have a big blue square, a small yellow square, a small blue triangle and a big yellow triangle. A small blue circle is in this block. To the west of the small yellow square there is the big blue square. The small blue circle is east of the small yellow square and is close to the small blue triangle. The small blue triangle is east of and the small yellow square is south of this shape. To the north of the big yellow triangle there is the thing which was south of the circle. To the south of the small blue triangle is the big yellow triangle.",Is the small yellow square to the west of all small blue triangles?,Yes,Yes No,3,2,left,left,No
2,FR,1 0x2,A box named one contain a small green apple and a big green melon. The small green apple is above the big green melon. The big green melon is over a small green watermelon. The small green watermelon is within box one. Box one covers a small yellow apple. Another box called two has this box. A small orange watermelon is covered by this box. Box two covers a big yellow watermelon. The orange thing is above the big yellow watermelon.,What is the position of box two relative to the small green apple?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,ntppi,ntppi,below
1,YN,0 1x0,"There exist two blocks, called AAA and BBB. Disconnected from block AAA is block BBB. To the north of and far from this block is block AAA. Block BBB have a small black square and a small black circle. The small black square is in front of another small black circle and is to the north of small black circle number one. Small black circle number two is within block BBB. A blue triangle and a medium yellow object are within block BBB.",Is a block away from all objects?,Yes,Yes No,2,2,far,far,Yes
3,YN,0 1,"There are two blocks, named AAA and BBB. Block AAA is disconnected from and farther from block BBB. North of and behind this block is block BBB. A medium blue square is covered by block AAA. Block BBB covers a medium blue square.",Are all blocks in front of all blocks?,No,Yes No,1,1,front,front,No
3,FR,0x0 0x1,There exists one box called one. A medium orange thing is inside and touching box one. Box one has a medium green apple which is over this fruit.,What is the position of the orange thing regarding the green fruit?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,below
2,YN,1x1 0,A block called HHH contain a medium grey hexagon and a medium red hexagon. North of another medium grey hexagon there is the medium grey hexagon. Block HHH covers medium grey hexagon number two. A medium purple hexagon is in this block. To the north of medium grey hexagon number two there is the medium red hexagon. The medium purple hexagon touches medium grey hexagon number one. Another block called LLL is away from and to the west of block HHH. A medium red hexagon is inside and touching and a medium purple hexagon is within this block.,Are all objects east of any block?,No,Yes No,1,2,right,far,No
3,FR,1x0 1,A medium yellow thing is covered by a box called one. Box one contains a medium green apple which touches this thing. Box one has another box named two. Two medium orange apples are below a medium green apple. Box two contains the medium green apple. This box covers medium orange apple number one and has medium orange apple number two. Above and touches medium orange apple number one there is medium orange apple number two. Another box named three has box two.,Where is medium orange apple number one regarding box two?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntpp,tpp,below
5,FR,1x1 0x1,"We have three boxes, called DDD, EEE and JJJ. Box DDD is disconnected from and box JJJ is within box EEE. Box EEE is behind and south of box DDD. Box DDD contains a midsize orange rectangle. A midsize green rectangle is within and a midsize white rectangle is covered by box EEE. A midsize green rectangle is covered by box JJJ.",Where is the midsize green rectangle in EEE relative to the orange object?,BELOW BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,3,behind,behind,behind
5,FR,0x1 0,There is one block called AAA. This block contains a big blue square and covers a black triangle. A medium yellow circle is covered by this block. The square is to the south of the black object. To the south of and to the east of this shape there is the circle.,Where is the big thing relative to block?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntpp,ntpp,below
3,YN,0 1,"There exist three boxes, called DDD, EEE and JJJ. A midsize orange rectangle is inside and touching box DDD. Box DDD has a midsize white rectangle. North of and touches the orange thing there is the midsize white rectangle. Box EEE contains box DDD. A midsize white rectangle is inside and touching this box. Box JJJ with a midsize white rectangle is inside box EEE. North of another midsize white rectangle there is the midsize white rectangle. Midsize white rectangle number two is inside and touching box JJJ.",Is box DDD within all boxes?,No,Yes No,1,1,ntpp,ntpp,No
5,FR,0x4 0x1,"A box named one contain a medium orange melon, a medium green melon, a big yellow watermelon, a small yellow fruit and a big green apple. To the north of the big green apple is the small fruit. The big green apple is north of the big yellow watermelon and is to the west of this thing. The medium green melon is to the south of the small yellow fruit and is to the north of the medium orange melon. The big yellow watermelon is to the south of this thing. A box called two exists in the image. Box two contains a medium orange watermelon. South of a medium yellow apple is the medium orange watermelon. The medium yellow apple is within box two.",Where is the small thing relative to the big green apple?,RIGHT ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,right,right,above
7,FR,1x1 1x2,"Two blocks, named AAA and BBB exist in the image. A small blue circle is inside block AAA. North of and in front of block BBB there is block AAA. Block BBB with a big yellow square is disconnected from this block. The yellow thing is behind a big blue triangle. The big blue triangle is inside and touching block BBB. Block BBB covers a big blue circle. A small blue triangle is in this block. The big blue triangle and the small blue triangle are in front of the big blue circle. Near to the big blue triangle is the small blue triangle.",Where is the big blue triangle relative to the big yellow square?,FRONT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,front,front,behind
2,YN,1x1 1x0,"We have two boxes, named one and two. Inside box two there is box one with a medium yellow apple. This box covers another medium yellow apple. Another medium yellow apple is in this box. To the north of medium yellow apple number two is this thing. To the north of medium yellow apple number two is medium yellow apple number one. A medium yellow apple is covered by and another medium yellow apple is inside box two. Medium yellow apple number one touches and medium yellow apple number two is to the north of a medium green fruit. Box two contains the medium green fruit. South of medium yellow apple number two there is the thing that touches the green fruit.",Does a medium green fruit touch all medium yellow apples?,No,Yes No,1,1,ec,ec,No
1,FR,0x0 1,"Two boxes, called one and two exist in the image. Box two contains box one. A small green watermelon is in box one. Box one cover a big green watermelon and a medium orange melon. Box two covers a big yellow watermelon and has a big green melon. A big yellow melon and a big yellow apple are covered by this box. The big green melon and the big yellow apple are on the left side of the big yellow watermelon.",Where is the big green watermelon regarding box two?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,ntpp,ntpp,below
3,FR,0x1 0x0,We have one box named DDD. This box has a large oval. East of a midsize green rectangle is the large oval. The midsize thing is covered by box DDD.,Where is the midsize thing relative to the oval?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,left,left,west
0,YN,0x0 1x0,"There are two blocks, named HHH and LLL. Block HHH contains a large star. A medium red hexagon is to the left-hand side of the star. The medium red hexagon is in block HHH. Over, disconnected from and to the right-hand side of block LLL there is block HHH. Block LLL contains a little purple pentagon. A little grey object is inside this block.",Is a shape on the right side of all little purple pentagons?,Yes,Yes No,2,3,right,right,Yes
3,YN,2 0x0,"A medium yellow square is inside and a medium blue square is inside and touching a block named AAA. Another block called BBB contains block AAA. This block covers a medium black square. To the south of, disconnected from, farther from and in front of another block named CCC is this block. Block CCC have a medium blue square and a medium yellow square.",Are all blocks disconnected from a medium blue square?,No,Yes No,4,3,dc,dc,No
2,FR,2x0 1,A little grey pentagon is inside a block named HHH. Block HHH contains a large red hexagon which is south of this thing. Block HHH covers a little red star which is to the north of a medium grey hexagon. Block HHH has the medium grey hexagon. The little grey pentagon and the medium grey hexagon are near to another large red hexagon. Block HHH has large red hexagon number two. A block named LLL exists in the image. Block LLL covers a medium grey pentagon and has a little red hexagon. To the east of the little red hexagon is the medium grey pentagon. Block LLL contains another block called KKK. Block KKK covers a medium purple star and has a medium purple hexagon. West of the medium purple star there is the medium purple hexagon.,What is the position of the medium purple star regarding LLL?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,ntpp,ntpp,inside
5,FR,0 0x2,One box named one exists in the image. This box has a medium green apple. Another medium green apple is inside and touching and another medium green apple is within this box. Medium green apple number one is below medium green apple number three. Below and touches this fruit there is medium green apple number two. Medium green apple number three is over this thing.,Where is box relative to medium green apple number three?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,below
4,FR,1 0x0,"Two boxes, named DDD and EEE exist in the image. A midsize green rectangle is inside and touching box DDD. To the north of, disconnected from and farther from box EEE is box DDD. Box EEE with a midsize orange rectangle is in front of this box. Another midsize orange rectangle is in this box. Midsize orange rectangle number one touches this object.",What is the position of EEE relative to the green object?,BELOW FRONT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,far,far,behind
0,YN,0 0x0,A medium black square is covered by and a medium blue square is within a block called AAA. Block AAA contains another medium blue square which touches medium blue square number one and is north of the black object. The black thing touches this thing. Block AAA covers another block named BBB. Block BBB covers a medium yellow square.,Does block AAA cover a medium square?,Yes,Yes No,1,1,tppi,tppi,Yes
5,FR,1x0 1x4,"There are two blocks, named AAA and BBB. Block AAA has a medium black shape. Block BBB covers a big blue circle which are behind a big yellow circle and a small yellow circle.This shape is close to a big blue square. The big blue square is within block BBB. To the north of this thing there is the big yellow circle. The small object and another big blue square are inside block BBB. The big yellow circle is covered by block BBB.",What is the position of the big yellow circle relative to the big blue circle?,FRONT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,front,front,above
0,YN,1x2 1x4,"We have two blocks, named HHH and LLL. Block HHH has a little grey star. A medium grey hexagon is below a large red shape and is above a little grey pentagon. This object is on the right side of a medium grey star. The medium grey hexagon is inside block LLL. Block LLL covers the large red shape. This block contains the little grey pentagon. The medium grey star is in this block. The medium grey star is to the right of the red shape and is to the left-hand side of a large purple pentagon. The large purple pentagon is inside block LLL. The large purple pentagon and the little grey pentagon are to the right-hand side of the object which was below the red shape.To the left-hand side of the medium grey hexagon is the large red shape.",Is the large red shape to the left-hand side of an object?,Yes,Yes No,2,2,left,left,Yes
1,YN,2x0 0,"A box named DDD covers a midsize orange rectangle. Another box called EEE covers this box. Two midsize orange rectangles are inside this box. Below midsize orange rectangle number two is midsize orange rectangle number one. Box EEE covers another midsize orange rectangle which touches this object. Above, behind and near to box DDD is another box named JJJ. Disconnected from this box there is box DDD. Box JJJ covers a white rectangle.",Is the white object disconnected from DDD?,Yes,Yes No,3,2,dc,dc,Yes
2,YN,1x2 1,"There are two boxes, named DDD and EEE. Box DDD with a midsize orange rectangle and a midsize green rectangle has box EEE. Another midsize green rectangle is in and a midsize white rectangle is inside and touching box DDD. Midsize green rectangle number two is to the north of the midsize white rectangle and is south of the midsize orange rectangle. Midsize green rectangle number one touches the midsize orange rectangle. Box EEE have a midsize orange rectangle and a midsize white rectangle. This box covers another midsize white rectangle. Midsize white rectangle number two touches midsize white rectangle number one. Another midsize orange rectangle is in box EEE. To the north of midsize white rectangle number two is midsize orange rectangle number two.",Does midsize orange rectangle number one touch a box?,No,Yes No,1,1,ec,ntpp,Yes
1,YN,1x2 0x1,"There exist two blocks, named AAA and BBB. Block AAA has a big yellow circle and covers a medium yellow circle. Disconnected from and far from this block there is block BBB with a medium black circle. Behind a big black circle is the medium black circle. The big black circle is covered by block BBB. A small blue circle is behind the medium black circle. The small blue circle is in block BBB. A big yellow triangle and a medium yellow circle are inside and touching block BBB. In front of the medium yellow circle is the big black circle. To the south of and in front of the blue object there is the medium yellow circle.",Is a small blue circle away from a yellow shape?,Yes,Yes No,2,3,far,far,Yes
1,YN,1x1 0x1,"We have two boxes, called DDD and EEE. A midsize white rectangle is in and a midsize green rectangle is covered by box DDD. North of, behind and disconnected from box EEE there is box DDD. Box EEE covers a midsize green rectangle and has an orange rectangle. The orange shape and a midsize white rectangle are to the north of the midsize green rectangle. The midsize white rectangle is within box EEE. The midsize green rectangle touches the orange object.",Are all rectangles disconnected from all white rectangles?,No,Yes No,5,3,dc,dc,No
2,YN,2x2 0,"There exist three blocks, named AAA, BBB and CCC. Block BBB is within and block CCC is below block AAA. On the left side of block CCC there is block AAA. Block BBB has a medium yellow square. Over medium yellow square number one is another medium yellow square. Medium yellow square number two is inside block BBB. A medium black square is within block BBB. Block CCC contain a medium yellow square and two medium blue squares. The medium yellow square are above another medium blue square and medium blue square number two. Below medium blue square number two is medium blue square number three. Block CCC covers medium blue square number three. Medium blue square number three is under medium blue square number one. Medium blue square number one is under the shape which was above medium blue square number two.",Is a medium blue square below any block?,Yes,Yes No,2,2,below,below,Yes
4,FR,2x2 2x0,A medium grey hexagon is inside and touching a block named HHH. Block HHH is on the left side of another block named LLL. Below this block there is block LLL. A medium red hexagon is within this block. Block LLL contains another block called KKK. Block KKK contains a medium purple hexagon which is above another medium purple hexagon. Block KKK contains medium purple hexagon number two. Another medium purple hexagon is covered by this block. Over medium purple hexagon number three is medium purple hexagon number two. This thing touches medium purple hexagon number one.,Where is medium purple hexagon number one regarding medium purple hexagon number three?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,above,above,below
1,YN,0x0 0,There exists one box named DDD. This box covers a midsize white object and has a midsize orange rectangle. Another midsize orange rectangle is in this box. Over and touches the white object there is midsize orange rectangle number one. Over and touches this object is midsize orange rectangle number two.,Is a midsize thing inside and touching all boxes?,Yes,Yes No,1,1,tpp,tpp,No
2,YN,2 1,"We have three boxes, called one, two and three. Box two overlaps and box one covers box three. Box one has a medium yellow apple. Another medium yellow apple is covered by and a medium orange apple is within this box. The medium orange apple is under medium yellow apple number one and touches medium yellow apple number two. Under this fruit there is medium yellow apple number two. A medium green apple is within and another medium green apple is inside and touching box three. Medium green apple number one touches medium green apple number two.",Does box three overlap box two?,Yes,Yes No,1,1,po,po,No
4,FR,1x2 2,A box called one covers a medium orange apple. Another medium yellow apple and another medium orange apple are under a medium yellow apple which is within this box. Medium yellow apple number two and medium orange apple number two are in box one. Two medium orange apples are below medium yellow apple number two. Medium orange apple number one is under medium orange apple number two. Box one has another box called two. Two medium yellow apples and a medium orange apple are inside box two. The medium orange apple is under and medium yellow apple number two is over medium yellow apple number one. Above and on the left side of another box called three is box two. Disconnected from this box is box three.,Where is medium yellow apple number one in box two regarding box three?,LEFT ABOVE DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,left,left,below
4,FR,1x1 0x0,An orange rectangle is inside and touching a box named DDD. Another box named EEE with a midsize green rectangle is behind box DDD. This box covers a midsize white thing which is to the south of the green thing.,Where is the green thing regarding the orange thing?,BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,behind,behind,behind
6,FR,0x1 0x0,One block called HHH exists. This block cover a large red star and a large grey hexagon. This block has a large grey pentagon which is to the left of the large red star. A medium grey hexagon is to the left-hand side of and a large purple pentagon is under this thing. Below and to the left of the purple object is the medium thing. The medium thing is covered by block HHH. The large purple pentagon is in block HHH. Close to the large grey hexagon is this shape. To the right of this object there is the star.,Where is the large grey hexagon regarding the purple thing?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,above
4,FR,1x1 1x0,"We have two boxes, named one and two. Inside box two there is box one with a medium yellow apple. This box covers another medium yellow apple. Another medium yellow apple is in this box. To the north of medium yellow apple number two is this thing. To the north of medium yellow apple number two is medium yellow apple number one. A medium yellow apple is covered by and another medium yellow apple is inside box two. Medium yellow apple number one touches and medium yellow apple number two is to the north of a medium green fruit. Box two contains the medium green fruit. South of medium yellow apple number two there is the thing that touches the green fruit.",Where is the medium green fruit regarding medium yellow apple number one covered by box two?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,below
3,YN,0x0 0,"We have two boxes, named one and two. Inside box two there is box one with a medium yellow apple. This box covers another medium yellow apple. Another medium yellow apple is in this box. To the north of medium yellow apple number two is this thing. To the north of medium yellow apple number two is medium yellow apple number one. A medium yellow apple is covered by and another medium yellow apple is inside box two. Medium yellow apple number one touches and medium yellow apple number two is to the north of a medium green fruit. Box two contains the medium green fruit. South of medium yellow apple number two there is the thing that touches the green fruit.",Is a medium yellow apple inside and touching any box?,Yes,Yes No,1,1,tpp,tpp,Yes
4,FR,0x0 0x1,A medium black square and a medium blue square are inside a block called AAA. Another medium blue square is covered by block AAA. Above this object is the medium black square. Over and touches this object is medium blue square number one. Covered by block AAA is another block named BBB. Two medium blue squares and a medium black square are inside this block. Below medium blue square number two there is the medium black square. Under medium blue square number two there is medium blue square number one. Another medium black square is inside and touching block BBB.,Where is medium blue square number two covered by AAA regarding the medium black square in AAA?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,below
2,YN,0x0 0x2,A box named one has a medium green apple. Another medium green apple and medium green apple number one are over another medium green apple. Medium green apple number two is covered by box one. Medium green apple number three is in box one. This thing is below medium green apple number one. Medium green apple number one touches this fruit. Another box named two contains box one. This box covers a medium green apple.,Is medium green apple number two to the left-hand side of a medium green apple?,No,Yes No,1,1,left,below,No
0,YN,0x1 1x5,"There are two blocks, named AAA and BBB. A big yellow circle is covered by and a small yellow square is within block AAA. Block AAA contains a small blue triangle. To the south of, disconnected from, farther from and in front of block BBB there is this block. Block BBB have a small black circle and a small blue triangle. This block covers a big yellow square.",Is the big yellow circle in front of all small black circles?,Yes,Yes No,2,3,front,front,Yes
1,YN,0x1 0x2,A medium black triangle and a big blue triangle are inside a block called AAA. Block AAA cover a big black triangle and a blue circle. The big blue triangle is under the medium black triangle. This shape is behind and close to the big black triangle. The big black triangle is below this thing. This shape is behind and under the circle. The circle is under the medium black triangle.,Are all black triangles under the medium black triangle?,No,Yes No,1,2,below,below,No
6,FR,0 1,"There are two blocks, named HHH and LLL. Block LLL overlaps block HHH. Block HHH contain a medium purple hexagon and two medium red hexagons. This block covers another medium purple hexagon. Medium red hexagon number two is north of medium purple hexagon number two. South of this shape there is medium purple hexagon number one. Medium purple hexagon number two touches this shape. Block LLL covers a medium purple hexagon and contains a medium grey hexagon. To the south of the grey shape is the medium purple hexagon.",Where is HHH relative to block LLL?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,po,above
1,YN,0 1x2,"Two boxes, named DDD and EEE exist in the image. A midsize green rectangle is inside and touching box DDD. To the north of, disconnected from and farther from box EEE is box DDD. Box EEE with a midsize orange rectangle is in front of this box. Another midsize orange rectangle is in this box. Midsize orange rectangle number one touches this object.",Is DDD behind midsize orange rectangle number two?,Yes,Yes No,3,2,behind,behind,Yes
1,YN,2x1 0x0,"We have three boxes, named DDD, EEE and JJJ. Box EEE has box JJJ. Box DDD is north of, disconnected from and in front of this box. This box covers a midsize orange rectangle. A midsize white rectangle and a green rectangle are within this box. Box EEE covers a midsize orange rectangle and has another midsize orange rectangle. To the south of midsize orange rectangle number two is midsize orange rectangle number one. Box JJJ contains a midsize white rectangle.",Is a white thing behind a midsize orange rectangle?,Yes,Yes No,6,4,behind,behind,Yes
4,FR,0x0 0x3,"One box named one exists in the image. This box have a yellow melon, a big green melon and a small green apple. A big green apple is inside and touching this box. The big green melon is to the right-hand side of the yellow melon. The small green apple is near to the big green apple. Under and to the left-hand side of the big green apple there is the thing which was to the right of the yellow fruit. The big green apple is below and the yellow melon is on the left side of the small green apple. The yellow thing is above the thing that was below the big green apple.",What is the position of the big green apple regarding the yellow thing?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,right,right,below
3,FR,0x2 0,"We have three boxes, named DDD, EEE and JJJ. A midsize green rectangle is within box DDD. To the north of another midsize green rectangle is this object. Box DDD has midsize green rectangle number two. This box covers another midsize green rectangle. A midsize green rectangle is inside and a midsize white rectangle is inside and touching box EEE. Box EEE contains a midsize orange rectangle. The midsize green rectangle are north of the white object and the midsize orange rectangle. The midsize white rectangle is to the south of the midsize orange rectangle.",Where is midsize green rectangle number two relative to DDD?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,ntpp,inside
2,YN,0x2 0x3,"Two blocks, named HHH and LLL exist. A medium red hexagon is inside and a medium purple hexagon is inside and touching block HHH. A medium grey hexagon and the medium purple hexagon are to the south of the medium red hexagon. Block HHH have another medium grey hexagon and the medium grey hexagon. Medium grey hexagon number two and the medium purple hexagon are south of medium grey hexagon number one.The red shape touches medium grey hexagon number one. Within block LLL is block HHH.",Does a medium grey hexagon touch a medium hexagon?,Yes,Yes No,1,1,ec,ec,Yes
1,YN,1x0 0x0,"There exist two boxes, named DDD and EEE. North of and behind box DDD is box EEE. Box DDD with a midsize green rectangle is disconnected from and farther from this box. A midsize orange rectangle is covered by box DDD. This object is south of and touches the green shape. A midsize orange rectangle is inside and touching box EEE.",Does a midsize orange rectangle contain a midsize orange rectangle?,No,Yes No,4,3,ntppi,dc,No
7,FR,1x1 1,"There exist two boxes, called DDD and EEE. In box DDD there is box EEE. A midsize white rectangle is in box DDD. Box DDD covers a large green dimond which are to the left of a large white rectangle and the midsize white rectangle. Box DDD has the large white rectangle and covers a midsize green dimond. The midsize green dimond is to the right of the large white rectangle. The midsize white rectangle is to the left of this object. On the left side of this object is the large white rectangle. Box EEE cover a large green oval and a large orange rectangle. This box has a large green rectangle.",What is the position of the large orange rectangle regarding box EEE?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,inside
0,YN,1x0 0,"Two blocks, called AAA and BBB exist in the image. Block AAA is behind and to the south of block BBB. Block BBB is disconnected from this block. A medium black square, a medium yellow square and a medium blue square are in block AAA. A medium blue square is in block BBB. Block BBB covers another medium blue square and has a medium black square.",Is a medium blue square in front of any block?,Yes,Yes No,3,2,front,front,Yes
0,YN,1x2 0x0,"There are three boxes, named one, two and three. A big yellow melon is inside and touching box one. Box two cover a medium yellow melon and a big yellow watermelon. The medium yellow melon is to the south of a medium green watermelon. The medium green watermelon is within box two. South of the medium yellow melon is the big yellow watermelon. Box two has another big yellow watermelon. This box is north of box three with a big green watermelon. To the west of this box is box three. Away from and west of this box is box one.",Is a big yellow watermelon to the east of the big yellow melon?,Yes,Yes No,7,4,right,right,No
6,FR,0x0 0x1,A block named HHH contain a medium grey thing and a red hexagon. The grey thing is below the red object. Above and touches a medium purple hexagon is this thing. The purple thing is covered by block HHH.,Where is the purple object regarding the grey object?,BELOW EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,above
1,YN,2x2 1,A medium orange apple is inside and touching a box named one. A box called two exists. A medium yellow apple is inside box two. Box two covers another medium yellow apple. Medium yellow apple number one touches medium yellow apple number two. West of and near to box two is another box called three with a medium yellow apple and a medium orange apple. Box two is south of and disconnected from this box. A medium green apple is covered by box three.,Are all medium yellow apples disconnected from any box?,No,Yes No,3,2,dc,dc,No
2,YN,0 1,An orange rectangle is inside and touching a box named DDD. Another box named EEE with a midsize green rectangle is behind box DDD. This box covers a midsize white thing which is to the south of the green thing.,Are all boxes in front of all boxes?,No,Yes No,1,1,front,front,No
3,FR,0x0 0x1,There is one block named AAA. A medium black square is inside and touching block AAA. Block AAA has a medium yellow square which is over this shape.,Where is the medium black square regarding the yellow shape?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,below
0,YN,0 1x1,"There are two blocks, called HHH and LLL. A medium red hexagon is inside and touching block HHH. Above block LLL there is block HHH. Disconnected from, to the left of and near to this block there is block LLL with a medium purple hexagon. Two medium red hexagons are inside this block. Below medium red hexagon number one is the medium purple hexagon. Over this thing there is medium red hexagon number two. Block LLL covers a grey hexagon.",Is HHH to the right of the purple shape?,Yes,Yes No,2,2,right,right,Yes
1,FR,0x2 0x0,A box called DDD covers a tiny white oval. A large white oval and a midsize white oval are in this box. The large white oval is north of and the tiny white oval is in front of the midsize white oval. A box called EEE exists in the image. In front of a tiny green oval is a large orange dimond. The large orange dimond is covered by box EEE. The tiny green oval is in box EEE. Box EEE have a large green oval and a tiny orange rectangle. The large green oval is south of the tiny orange rectangle.,Where is the midsize white oval relative to the large white oval?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,below
1,FR,0 1x0,A midsize white object is covered by a box named DDD. Within box DDD is another box called EEE. This box covers a midsize green rectangle.,Where is DDD relative to the midsize green rectangle?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,ntppi,ntppi,above
2,FR,0x2 0x1,"A block called AAA contain a medium yellow square, a medium blue triangle and a medium yellow circle. This block covers a big blue square which is on the right side of the medium yellow square. A big black triangle and a big black circle are covered by block AAA. The big black triangle is to the right-hand side of the big blue square and is to the left-hand side of the medium blue triangle. The big blue square is close to the medium yellow circle. The medium yellow square is to the left of and near to the medium yellow circle. The medium yellow circle are to the left-hand side of the big black triangle and the big black circle. Close to the big black circle is the medium blue triangle.",Where is the medium yellow square regarding the medium blue triangle?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,left,left,left
7,FR,0 0x0,There is one box named DDD. A midsize orange rectangle is within and a midsize white rectangle is inside and touching box DDD. Box DDD contains another midsize white rectangle. Below and touches midsize white rectangle number two there is the orange object. Over and touches midsize white rectangle number one is this shape.,What is the position of box relative to midsize white rectangle number one?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,around
2,YN,0x1 1x1,"There exist three blocks, named AAA, BBB and CCC. North of and disconnected from block AAA is block BBB. Block AAA with a big blue circle and a small yellow circle is in front of this block. A small blue square and a big yellow triangle are within block BBB. Block BBB contains a medium blue triangle.",Are all big blue things in front of all blue squares?,Yes,Yes No,4,3,front,front,No
5,FR,2x0 0,"Three blocks, called HHH, LLL and KKK exist in the image. A medium purple hexagon is inside and touching block HHH. A medium grey hexagon is south of a medium purple hexagon. The medium grey hexagon is inside and touching block LLL. The medium purple hexagon is inside block LLL. Block LLL is inside block KKK. Disconnected from and east of block HHH is block KKK. To the north of and near to this block is block HHH. A medium grey hexagon is inside and touching block KKK.",Where is the medium grey hexagon covered by KKK regarding HHH?,RIGHT BELOW DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,below,below,right
1,FR,0x0 0x2,"There exist three boxes, named one, two and three. A big orange watermelon is covered by and a small orange apple is within box one. East of the small orange apple there is the big orange watermelon. A medium green apple and a big green melon are to the south of a small orange melon which is in box two. Box two covers a big yellow watermelon which is close to a medium yellow watermelon. The medium yellow watermelon is in box two. The medium green apple is inside and touching box two. Box two contains the big green melon.",Where is the small orange apple regarding the big orange watermelon?,LEFT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,left,left,west
3,YN,0 1x0,"Two boxes, called DDD and EEE exist in the image. Box DDD with a midsize white rectangle is to the north of and behind box EEE. Disconnected from and farther from this box there is box EEE. Box DDD covers another midsize white rectangle. A midsize orange rectangle is in this box. Box EEE covers a midsize white rectangle and has a midsize orange rectangle.",Is box DDD behind all midsize white shapes?,No,Yes No,1,2,behind,behind,Yes
0,YN,2x4 0,"Three boxes, named one, two and three exist in the image. A medium yellow apple is inside and touching box one. Below, disconnected from, away from and to the left-hand side of box one is box three. A small orange melon, a medium yellow apple and a big orange apple are in this box. Box three covers a big yellow apple. A medium orange apple is near to the medium yellow apple and is on the left side of the big yellow apple. The medium orange apple is inside and touching box three. Over the big yellow apple is the big orange apple.",Is the small orange melon on the left side of all boxes?,No,Yes No,1,2,left,left,Yes
3,YN,1 2x1,A box named one has a small orange melon. We have a box called two. Box two contains a medium orange apple. Disconnected from and to the east of box one is another box named three. Box two is to the north of and east of this box. A small orange watermelon and a medium green melon are within box three. A medium green apple is covered by box three. Box three covers a medium yellow melon.,Is box two east of all medium yellow melons?,Yes,Yes No,1,2,right,right,No
0,YN,1 0,"Three boxes, named one, two and three exist. Close to box two is box one with a medium yellow apple. A medium green apple and a medium orange apple are in box one. Another medium green apple is covered by box one. This thing are below medium green apple number one and the medium orange apple. The medium yellow apple touches medium green apple number one. Box three covers a medium yellow apple.",Are all boxes farther from a box?,No,Yes No,1,1,far,near,No
