Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question,model_answer
images/01/1316.jpg,A room with light grey and yellow walls and a king-sized bed made of wood with green bed cover . A room with light grey and yellow walls and a king-sized bed made of wood with green bed cover. There is a night table with a bedside lamp on the left . A room with light grey and yellow walls and a king-sized bed made of wood with green bed cover. There is a night table with a bedside lamp on the left. And there is a painting on the wall.,Are the bedcovers inside the room?,YN,Yes,"Yes, No",,True,Yes
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Are the pictures in front of the light brown thing?,YN,No,"Yes, No",2.0,False,No
images/01/1321.jpg,"A dark blue building with a large glass door as entrance with the reflection of the opposite street side . there are little cactuses in a small flower pot on the left , and there is another big window on the second floor .",Are the cactuses inside the pot?,YN,Yes,"Yes, No",,True,Yes
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Are the brickwork touching wires?,YN,Yes,"Yes, No",1.0,,Yes
annotations/00/865.eng,"a dark-skinned , dark-haired girl in a grey tee-shirt is standing at her desk in a classroom",Is the desk far from the girl?,YN,No,"Yes, No",1.0,True,No
images/01/1111.jpg,"a room with white walls , a wooden bed with a light brown blanket , bedside lamps on both sides . a table with a flower pot in the foreground . window with curtains in the background .",Is the blanket behind the table?,YN,Yes,"Yes, No",,,No
annotations/00/805.eng,"a dark-skinned , dark-haired girl in a blue pullover",Is the hair close to the blue thing?,YN,Yes,"Yes, No",,True,Yes
annotations/01/1233.eng,"room with grey walls , two single beds with yellow and blue chequered bedcovers and a night table with a bedside lamp in between there is also a wooden door in the background on the right",Is the table left of the wooden thing?,YN,Yes,"Yes, No",,False,Yes
images/00/689.jpg,"photo of eleven school kids and three tourists behind them . a basketball court in the background , with one kid standing below the basket . a large mountain in the distant background .",Are kids are in front of tourists?,YN,Yes,"Yes, No",1.0,True,Yes
images/01/1030.jpg,a blue bus is parking in front of the entrance of the Hotel Galeria . a blue bus is parking in front of the entrance of the Hotel Galeria. There are stairs at the entrance . a blue bus is parking in front of the entrance of the Hotel Galeria. There are stairs at the entrance. there are flags and a lamp at each side of the entrance .,Is the stairs behind the hotel?,YN,No,"Yes, No",,True,No
annotations/00/833.eng,"a dark-skinned , dark-haired boy in black pullover and blue pants is standing next to a desk grey brick walls and blue sky in the background",Is the desk far from the black thing?,YN,No,"Yes, No",,False,No
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Is the benches behind the mountains?,YN,No,"Yes, No",,False,No
annotations/01/1210.eng,"a room with white walls and a crate behind the two single beds made of wood with a multicoloured bedcover , white towels and a night table with a lamp and a phone in between them and a painting above it there is a white closet in the background on the right",Is the table to the left of the lamp?,YN,Yes,"Yes, No",2.0,False,No
images/00/682.jpg,"A tourist group is visiting a school. the school kids are sitting at their desks , singing a song and clapping their hands , with their teacher clapping as well . six of the tourists are standing behind them and are watching them , one tourist is taking a photo .",Are the Kids inside of the school?,YN,Yes,"Yes, No",3.0,,Yes
annotations/01/1403.eng,"front view of a house in style of the Alpes: white walls , dark brown window frames made of wood , flower boxes below the windows , a little tower with red rooftiles and two palm trees and three flags in front of the entrance",Are the trees in front of the boxes?,YN,Yes,"Yes, No",2.0,False,No
images/00/966.jpg,"a dark-skinned , dark-haired boy wearing a dark green hat , a white tee-shirt beneath a blue tee-shirt and a claret jacket ( open ) . a hilly landscape with a few trees in near background , distant background almost treeless . a hilly landscape with a few trees in near background , distant background almost treeless. Slightly overcast sky .",Is the sky under othe trees?,YN,No,"Yes, No",,True,No
annotations/00/858.eng,"a dark-skinned , dark-haired girl wearing a white shirt underneath a dark grey pullover with a pink nametag is standing in a classroom more kids in the background",Is the kids in front of the grey thing?,YN,No,"Yes, No",,False,Yes
annotations/01/1401.eng,"children in a swimming pool in a garden that is surrounded by a green wall there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool there is also the corner of a green house on the left there are trees in the background",Is the pool contain the green thing?,YN,No,"Yes, No",,True,No
annotations/01/1352.eng,"Two single beds , made of wood , painted white , with red and orange bedcovers white door on the right window with red curtains on the left",Is the door right of the beds?,YN,Yes,"Yes, No",,False,Yes
images/00/689.jpg,"photo of eleven school kids and three tourists behind them . a basketball court in the background , with one kid standing below the basket . a large mountain in the distant background .",Are kids are in front of tourists?,YN,Yes,"Yes, No",1.0,,Yes
annotations/01/1346.eng,Orange house surrounded by palm trees and bushes next to a river,Is the palm trees far from the river?,YN,No,"Yes, No",,False,No
annotations/00/856.eng,"a dark-skinned boy is wearing a black cap with an A on it , a grey and purple pullover and a black jacket which is red on the inside grass , stones and some garbage in the background",Is the garbage in front of the grey thing?,YN,No,"Yes, No",,False,No
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Is the mountains behind the windows?,YN,Yes,"Yes, No",,False,No
annotations/01/1414.eng,"front view of quite an alternative house the ground level has grey walls , large windows and two flower pots at the entrance there is a painted skyline and the writing Hotel Amalfi above it the upper level is inclined and white",Is the white thing above the pots?,YN,Yes,"Yes, No",2.0,False,Yes
annotations/00/835.eng,"a dark-skinned , dark-haired girl in a grey tee-shirt is standing in front of a blue wall",Is the blue thing behind the grey thing?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1237.eng,"a room with a wooden king-sized bed , somewhat pale bedcovers and a large door with curtains on the left",Are the curtains to the left of the bed?,YN,Yes,"Yes, No",2.0,False,Yes
images/00/947.jpg,"a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses . a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses. Some dowels are lying around in the background .",Is the red thing above the black thing?,YN,No,"Yes, No",1.0,True,No
annotations/01/1376.eng,"a room with a double bed , a carpet and a night table on the left , a painting above it and two burning lamps",Is the bed right of the table?,YN,Yes,"Yes, No",,False,No
annotations/01/1352.eng,"Two single beds , made of wood , painted white , with red and orange bedcovers white door on the right window with red curtains on the left",Is the door right of the window?,YN,Yes,"Yes, No",,False,Yes
annotations/01/1377.eng,"front view of a light green house with a grey garage on the right , a white car in front of it and a round front with orange ornamental strips",Is the grey thing behind the white thing?,YN,Yes,"Yes, No",2.0,False,Yes
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the wall in front of the green thing?,YN,No,"Yes, No",2.0,False,No
images/00/686.jpg,six kids are sitting around a table and playing with toy cars . one kid is standing next to the table . a woman is holding a black plastic bag on the left . three tourists in the background are talking to each other .,Is the kid above the table?,YN,No,"Yes, No",1.0,True,No
images/00/742.jpg,tourists are standing in the classroom of a school in front of the blackboard . there is a clock and the writing Dios es Amor above the blackboard .,Is the clock below the school?,YN,No,"Yes, No",1.0,,No
images/00/955.jpg,"a dark-haired , dark-skinned girl wearing a dark green hat , a grey pullover with blue sleeves and a light blue and yellow necklace . a grey brick wall and short grass in the background .",Are the yellow thing and blue thing touching?,YN,Yes,"Yes, No",1.0,True,No
images/00/943.jpg,"a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house . a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house .. some rocks and stones in the background .",Is the red thing above the black thing?,YN,No,"Yes, No",1.0,,Yes
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow disconnected blue thing?,YN,No,"Yes, No",,True,No
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the yellow thing touching the blue thing?,YN,Yes,"Yes, No",,True,Yes
images/00/963.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house . a white painted house with a thatched roof and a wooden fence in the background . there is also a plastic bag in front of the fence .",Is the green thing above the black thing?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/01/1361.eng,"a white house with two large windows with wooden frames , two wooden pillars at the terrace with wooden benches and a wooden table there are mountains in the background on the right",Are the benches far from the terrace?,YN,No,"Yes, No",1.0,True,No
images/00/947.jpg,"a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses . a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses. Some dowels are lying around in the background .",Are the red thing and black thing touching?,YN,Yes,"Yes, No",1.0,,No
annotations/00/846.eng,"a dark-skinned , dark-haired girl in a white tee-shirt is sitting at a desk in a classroom some sheets of paper are lying on the desk in front of her",Is the paper touching the desk?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/01/1522.eng,"the end of a glacier , with broken off ice floes that are floating in front of it snowcovered mountains in the background",Are the floes behind the moutain?,YN,No,"Yes, No",2.0,False,No
images/00/996.jpg,"a dark-skinned , dark-haired girl with a traditional green hat , black chequered pants and a pink violet poncho is standing in front of a white wall with a light blue fillet .",Is the pink thing above the black thing?,YN,Yes,"Yes, No",1.0,,Yes
annotations/00/678.eng,"A school kid is sitting at a desk , smiling into the camera and being offered a red apple . three other kids in the background .",Is the red thing in front of the kid?,YN,Yes,"Yes, No",,True,Yes
images/01/1026.jpg,"interior view of a room with a large wooden bed in the centre . interior view of a room with a large wooden bed in the centre. There is a wooden commode and a mirror on the left , a wooden bedside table with a table lamp next to the bed and a huge fan on the wall above the bed .",Is the bed left of the commode?,YN,Yes,"Yes, No",,False,No
images/01/1317.jpg,"A blue building with a thatched roof and a wooden balcony and a hedge , wooden tables and chairs and sunshades in front of it . A blue building with a thatched roof and a wooden balcony and a hedge , wooden tables and chairs and sunshades in front of it. There are palm trees and a hill in the background .",Is the chairs behind the building?,YN,Yes,"Yes, No",2.0,,No
annotations/01/1384.eng,"a slightly underexposed , white bungalow with a high palm tree in front of it and with trees to the left and right",Are there trees to the left of the white thing?,YN,Yes,"Yes, No",2.0,False,Yes
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the vest beind the house?,YN,No,"Yes, No",2.0,False,No
annotations/00/829.eng,"a dark-skinned , dark-haired girl wearing a grey tee-shirt is standing next to her desk in a classroom there are two more kids and comic figures on the wall in the background",Is the grey thing near the desk?,YN,Yes,"Yes, No",2.0,True,Yes
annotations/00/830.eng,"a dark-skinned , dark-haired girl is wearing a white blouse and a sleeveless red pullover",Is the red thing near to the hair?,YN,Yes,"Yes, No",,True,Yes
images/00/937.jpg,"portrait of a dark-haired , dark-skinned boy wearing a black cap with a red shield and a light blue jacket .",Is the red thing above the blue thing?,YN,No,"Yes, No",1.0,True,Yes
annotations/01/1210.eng,"a room with white walls and a crate behind the two single beds made of wood with a multicoloured bedcover , white towels and a night table with a lamp and a phone in between them and a painting above it there is a white closet in the background on the right",Is the wooden things below the painting?,YN,Yes,"Yes, No",,False,No
images/01/1325.jpg,"A narrow , two-storey , brownish red building with bars in front of windows and doors on the ground level and a broad window on the second floor . There is a cab and a man in front of the house , a white wall on the right and a grey house on the left .",Is the door above the broad window?,YN,No,"Yes, No",,True,No
annotations/01/1350.eng,"a room with one king-sized bed and one single bed , both made of wood night table in between",Is the king bed near the table?,YN,Yes,"Yes, No",1.0,True,Yes
annotations/00/780.eng,"portrait of a dark-skinned , dark-haired girl wearing a light blue tee-shirt with three pictures of people and a USA flag in the shape of a heart on it .",Is the flag on the girl?,YN,Yes,"Yes, No",1.0,True,No
annotations/01/1214.eng,"a gravel road with an reddish-brown house on the left , a pavilion on the right and a wooded slope in the background",Is the pavilion to the left of the brown thing?,YN,No,"Yes, No",2.0,False,No
images/01/1113.jpg,"narrow , multi-story building made of red bricks . green plants on the balconies . Argentinian flags above the entrance .",Are the balconies above the green things?,YN,No,"Yes, No",,,Yes
annotations/01/1388.eng,"the courtyard of a white and orange house with orange columns , a spa and a swimming pool",Is the pool in front of the orange thing?,YN,Yes,"Yes, No",2.0,True,Yes
images/00/718.jpg,"One boy holding a white box , most likely a present from the volunteer kneeing in front of him . several kids are around him , looking at the box while the boy himself is looking somewhere else . one kid in the foreground is wearing a green hat . there are both round tables and wooden desks in the background .",Is the volunteer below the boy?,YN,Yes,"Yes, No",1.0,False,Yes
annotations/01/1357.eng,"a room with walls painted in green and red , a double bed with a light and dark brown striped blanket , a night table with a lamp on the left and a door and two windows in the background",Is the brown thing left of the lamp?,YN,No,"Yes, No",,False,No
images/00/692.jpg,"there are two social workers in the foreground . one wearing a red pullover and brown pants is bending over to access the blue paint . the other one in a red tee-shirt and black jeans is watching her . at the back of the room there is another worker wearing a white tee-shirt and blue jeans , acutally painting . there are many newspapers on the ground to protect the kindergarten floor . all three workers are wearing a mask .",Are brown thing is touching the paint?,YN,No,"Yes, No",1.0,True,Yes
annotations/00/847.eng,"a dark-skinned , dark-haired boy in a chequered shirt standing in a classroom kids sitting at their desk in the background",Is the chequered thing behind the kids?,YN,No,"Yes, No",2.0,False,No
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the white in front of red things?,YN,Yes,"Yes, No",,False,Yes
images/00/715.jpg,"School kids are posing for the camera in a football-like setup - nine are standing at the back , ten are squatting at the front . each of them are having a fruit in their hands , most of them are smiling , one is even waving at the camera . a blackboard in the background . one kid in the centre of the front row is holding a teddy .",Is the balckboard behind the football-like-setup?,YN,Yes,"Yes, No",1.0,,Yes
annotations/01/1353.eng,"White , three story building flat roof upper level has balcony wooden roof over entrance",Is the wooden thing over the entrance?,YN,Yes,"Yes, No",,True,Yes
images/01/1196.jpg,a room with a wall made of red bricks ( on the left ) and a white wall with two pictures ( on the right ) . there are two single beds with brown blankets and a night table and a lamp in between . there is also a window with purple curtains on the left .,Are the curtains behind the window?,YN,No,"Yes, No",,,Yes
images/01/1121.jpg,View of the courtyard of a brown house with white window frames and an iron rail and two angel statues . there are canes in the foreground on the left . a man is sitting at a table on the balcony .,Are the angels inside the courtyard?,YN,Yes,"Yes, No",,,No
images/00/685.jpg,"a large , black plastic bag with four packs of pasta , a folder , a leaflet , a small book and cacao powder on a table . there is a second , empty table in the background .",Is the folder touching the empty table?,YN,No,"Yes, No",1.0,True,No
