Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question
annotations/00/789.eng,"a dark-skinned , dark-haired boy in a red tee-shirt with blue sleeves is standing next to a school desk",Is the desk touching the blue thing?,YN,No,"Yes, No",2,False
annotations/00/790.eng,"a dark-skinned , dark-haired boy wearing a blue pullover is standing in front of a brown door",Is the brown door behind the pullover?,YN,Yes,"Yes, No",,False
annotations/00/790.eng,"a dark-skinned , dark-haired boy wearing a blue pullover is standing in front of a brown door",Is the blue thing behind a brown thing?,YN,No,"Yes, No",2,False
annotations/00/790.eng,"a dark-skinned , dark-haired boy wearing a blue pullover is standing in front of a brown door",Is the blue thing touching the boy?,YN,Yes,"Yes, No",1,True
annotations/00/790.eng,"a dark-skinned , dark-haired boy wearing a blue pullover is standing in front of a brown door",Is the blue thing contain the boy?,YN,Yes,"Yes, No",,True
annotations/00/790.eng,"a dark-skinned , dark-haired boy wearing a blue pullover is standing in front of a brown door",Is the door in front of the hair?,YN,No,"Yes, No",2,False
annotations/00/791.eng,"a dark-haired , dark-skinned girl is sitting on a red couch , wearing a pink pullover with a little bear",Is the red thing below the bear?,YN,No,"Yes, No",2,False
annotations/00/791.eng,"a dark-haired , dark-skinned girl is sitting on a red couch , wearing a pink pullover with a little bear",Is the red thing below the pink thing?,YN,Yes,"Yes, No",,False
annotations/00/791.eng,"a dark-haired , dark-skinned girl is sitting on a red couch , wearing a pink pullover with a little bear",Is the red thing touching the pink thing?,YN,Yes,"Yes, No",,False
annotations/00/791.eng,"a dark-haired , dark-skinned girl is sitting on a red couch , wearing a pink pullover with a little bear",Is the pink thing touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/791.eng,"a dark-haired , dark-skinned girl is sitting on a red couch , wearing a pink pullover with a little bear",Is the pink thing inside the girl?,YN,No,"Yes, No",,True
annotations/00/792.eng,"a dark-skinned , dark-haired boy sitting at his school desk wearing a light blue shirt below a dark blue pullover",Is the dark blue thing near the desk?,YN,Yes,"Yes, No",2,False
annotations/00/792.eng,"a dark-skinned , dark-haired boy sitting at his school desk wearing a light blue shirt below a dark blue pullover",Is the dark blue thing far from the desk?,YN,No,"Yes, No",,False
annotations/00/792.eng,"a dark-skinned , dark-haired boy sitting at his school desk wearing a light blue shirt below a dark blue pullover",Is the dark blue thing far from the boy?,YN,No,"Yes, No",2,True
annotations/00/793.eng,"a dark-skinned girl wearing a brown hat , a light shirt below a pink shirt and a dark green vest",Is the light thing above a brown thing?,YN,No,"Yes, No",2,True
annotations/00/793.eng,"a dark-skinned girl wearing a brown hat , a light shirt below a pink shirt and a dark green vest",Is the dark green thing over the light thing?,YN,Yes,"Yes, No",,False
annotations/00/793.eng,"a dark-skinned girl wearing a brown hat , a light shirt below a pink shirt and a dark green vest",Is the brown thing above a dark green thing?,YN,Yes,"Yes, No",1,True
annotations/00/793.eng,"a dark-skinned girl wearing a brown hat , a light shirt below a pink shirt and a dark green vest",Is the dark green thing over the brown thing?,YN,No,"Yes, No",,True
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow thing touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the girl disconnected the blue thing?,YN,No,"Yes, No",,True
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow thing below the blue thing?,YN,Yes,"Yes, No",,True
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow thing disconnected the blue thing?,YN,No,"Yes, No",,True
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the blue thing behind the wall?,YN,No,"Yes, No",2,False
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the blue thing in front of the handprints?,YN,Yes,"Yes, No",,False
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Are the handprints behind the yellow thing?,YN,Yes,"Yes, No",2,False
annotations/00/794.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the handprints behind the yellow thing?,YN,Yes,"Yes, No",,False
annotations/00/795.eng,a dark-haired baby pointing at the camera,Is the hair being pointed at?,YN,No,"Yes, No",1,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the woman have the baby?,YN,Yes,"Yes, No",,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the woman touching the hair?,YN,Yes,"Yes, No",2,True
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the woman touching the red and white thing?,YN,Yes,"Yes, No",2,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the woman and the red in white thing?,YN,No,"Yes, No",,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the baby behind the handprints?,YN,No,"Yes, No",2,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the woman in front of the handprints?,YN,Yes,"Yes, No",2,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the baby behind the handprints?,YN,No,"Yes, No",,False
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the wall in front of the woman?,YN,No,"Yes, No",,False
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the white thing behind the red things?,YN,No,"Yes, No",2,False
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the white in front of red things?,YN,Yes,"Yes, No",,False
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the boy touching the white thing?,YN,Yes,"Yes, No",1,True
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the red thing in front of the boy?,YN,No,"Yes, No",,True
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the wall behind the hair?,YN,Yes,"Yes, No",2,False
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the green thing near the red thing?,YN,Yes,"Yes, No",2,True
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the green far from red things?,YN,No,"Yes, No",,True
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the girl contain the red thing?,YN,No,"Yes, No",,True
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the girl touching a red thing?,YN,Yes,"Yes, No",1,True
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the vest beind the house?,YN,No,"Yes, No",2,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the house behind the vest?,YN,Yes,"Yes, No",,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the house in front of the skirt?,YN,No,"Yes, No",2,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the skirt in front of the house?,YN,Yes,"Yes, No",,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the white thing behind the vest?,YN,Yes,"Yes, No",2,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the vest behind the white thing?,YN,No,"Yes, No",,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the skirt behind the white thing?,YN,No,"Yes, No",2,False
annotations/00/799.eng,"a dark-skinned , dark-haired girl , wearing a skirt and a dark vest , is standing in front of a house there is a white bucket in the background",Is the white thing behind the skirt?,YN,Yes,"Yes, No",,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the desk behind the light brown thing?,YN,Yes,"Yes, No",2,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the light brown thing in front of the desk?,YN,No,"Yes, No",,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the thing with orange edges behind the desk?,YN,No,"Yes, No",1,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the thing with orange edges in front of the desk?,YN,Yes,"Yes, No",,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Are the pictures in front of the light brown thing?,YN,No,"Yes, No",2,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the light brown thing in front of the pictures?,YN,Yes,"Yes, No",,False
annotations/00/800.eng,"a dark-skinned , dark-haired girl in a light brown jumper with orange edges is standing in front of a desk pictures on a wooden wall in the background",Is the desk in front of the pictures?,YN,Yes,"Yes, No",,False
annotations/00/801.eng,"a dark-skinned , dark-haired girl in a white tee-shirt with red edges",Is the red thing touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/801.eng,"a dark-skinned , dark-haired girl in a white tee-shirt with red edges",Is the red thing in the girl?,YN,No,"Yes, No",,True
annotations/00/801.eng,"a dark-skinned , dark-haired girl in a white tee-shirt with red edges",Is the girl touching the white thing?,YN,Yes,"Yes, No",1,True
annotations/00/801.eng,"a dark-skinned , dark-haired girl in a white tee-shirt with red edges",Is the girl have the white thing?,YN,No,"Yes, No",,True
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow thing touching the blue thing?,YN,Yes,"Yes, No",1,True
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the girl contain the yellow thing?,YN,No,"Yes, No",,True
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow disconnected blue thing?,YN,No,"Yes, No",,True
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the girl touching the blue thing?,YN,Yes,"Yes, No",1,True
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow thing behind the handprints?,YN,No,"Yes, No",2,False
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the yellow thing in front of the handprints?,YN,Yes,"Yes, No",,False
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the handprints in front of the blue thing?,YN,No,"Yes, No",,False
annotations/00/802.eng,"a dark-skinned , dark-haired girl wearing a yellow blouse with a blue collar handprints on the wall behind her",Is the blue thing in front of the handprints?,YN,Yes,"Yes, No",2,False
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the boy touching the green thing?,YN,Yes,"Yes, No",1,True
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the boy have the green thing?,YN,No,"Yes, No",,True
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the boy's mouth in his left index finger?,YN,No,"Yes, No",,False
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the boy's right index finger in his mouth?,YN,No,"Yes, No",1,False
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the green thing in front of the blackboard?,YN,Yes,"Yes, No",2,False
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the green thing in front of the blackboard?,YN,Yes,"Yes, No",,False
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the white thing behind the tables?,YN,No,"Yes, No",2,False
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the tables behind the white thing?,YN,Yes,"Yes, No",,False
annotations/00/804.eng,"a dark-skinned , dark-haired girl in a coloured shirt is standing in front of a blue wall",Is the shirt behind the blue thing?,YN,No,"Yes, No",2,False
annotations/00/804.eng,"a dark-skinned , dark-haired girl in a coloured shirt is standing in front of a blue wall",Is the shirt in front of the blue thing?,YN,Yes,"Yes, No",,False
annotations/00/804.eng,"a dark-skinned , dark-haired girl in a coloured shirt is standing in front of a blue wall",Is the girl touching the shirt?,YN,Yes,"Yes, No",1,True
annotations/00/804.eng,"a dark-skinned , dark-haired girl in a coloured shirt is standing in front of a blue wall",Is the girl contain the shirt?,YN,No,"Yes, No",,True
annotations/00/805.eng,"a dark-skinned , dark-haired girl in a blue pullover",Is the blue thing touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/805.eng,"a dark-skinned , dark-haired girl in a blue pullover",Is the blue thing inside the girl?,YN,No,"Yes, No",,True
annotations/00/805.eng,"a dark-skinned , dark-haired girl in a blue pullover",Is the hair far from the blue thing?,YN,No,"Yes, No",1,True
annotations/00/805.eng,"a dark-skinned , dark-haired girl in a blue pullover",Is the hair close to the blue thing?,YN,Yes,"Yes, No",,True
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the building behind a desk?,YN,Yes,"Yes, No",2,False
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the building in front of the desl?,YN,No,"Yes, No",,False
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the light blue thing behind the building?,YN,No,"Yes, No",2,False
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the light blue thing in front of the building?,YN,Yes,"Yes, No",,False
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the dark blue thing near the light blue thing?,YN,Yes,"Yes, No",1,True
annotations/00/806.eng,"a dark-skinned , dark-haired girl wearing a dark blue jumper and a light blue skirt is sitting at a desk in front of a building",Is the dark blue thing far from the light blue thing?,YN,No,"Yes, No",,True
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the yellow thing behind the door?,YN,No,"Yes, No",2,False
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the yellow thing in front of the brown thing?,YN,Yes,"Yes, No",,False
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the yellow thing touching the blue thing?,YN,Yes,"Yes, No",,True
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the brown thing in front of the blue thing?,YN,No,"Yes, No",2,False
annotations/00/808.eng,"a dark-skinned , dark-haired boy wearing a blue jumper with a yellow collar is standing in front of a brown door",Is the brown behind blue thing?,YN,Yes,"Yes, No",,False
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the green far from pink thing?,YN,No,"Yes, No",,False
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the green thing far from the pink thing?,YN,No,"Yes, No",2,False
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the hair near the pink thing?,YN,Yes,"Yes, No",1,True
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the hair close to the pink thing?,YN,Yes,"Yes, No",,True
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the pink thing behind the wall?,YN,No,"Yes, No",2,False
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the pink thing in front of the wall?,YN,Yes,"Yes, No",,False
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the green thing in front of the handprints?,YN,Yes,"Yes, No",2,False
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the handprints in front of the green thing?,YN,No,"Yes, No",,False
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the green thing near the blue thing?,YN,Yes,"Yes, No",2,True
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the green far from blue things?,YN,No,"Yes, No",,True
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the hair far from the blue thing?,YN,No,"Yes, No",,True
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the blue thing far from the hair?,YN,No,"Yes, No",1,True
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the blue thing in front of the handprints?,YN,Yes,"Yes, No",,False
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the blue thing behind the handprints?,YN,No,"Yes, No",2,False
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the wall behind the green thing?,YN,Yes,"Yes, No",,False
annotations/00/810.eng,"a dark-skinned , dark-haired boy in a blue pullover is sitting on a green bench colourful handprints on the wall behind him",Is the wall in front of the green thing?,YN,No,"Yes, No",2,False
annotations/00/811.eng,"a dark-skinned , dark-haired girl is sitting at a desk and wearing a white pullover with an emblem",Is the emblem near the desk?,YN,Yes,"Yes, No",2,True
annotations/00/811.eng,"a dark-skinned , dark-haired girl is sitting at a desk and wearing a white pullover with an emblem",Is the emblem close to the desk?,YN,Yes,"Yes, No",,True
annotations/00/811.eng,"a dark-skinned , dark-haired girl is sitting at a desk and wearing a white pullover with an emblem",Is the desk disconnected the girl?,YN,No,"Yes, No",,True
annotations/00/811.eng,"a dark-skinned , dark-haired girl is sitting at a desk and wearing a white pullover with an emblem",Is the desk touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the grey thing near the hair?,YN,Yes,"Yes, No",2,True
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the grey thing far from the hair?,YN,No,"Yes, No",,True
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the girl inside the grey thing?,YN,Yes,"Yes, No",,True
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the classroom inside the grey thing?,YN,No,"Yes, No",,False
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the grey thing outside of the classroom,YN,No,"Yes, No",2,False
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the grey thing behind the red thing?,YN,No,"Yes, No",2,False
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the grey thing in front of the red thing?,YN,Yes,"Yes, No",,False
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the classroom the same place as the red thing?,YN,Yes,"Yes, No",,True
annotations/00/812.eng,"a dark-skinned , dark-haired girl in a grey T-Shirt is standing in a classroom a wall made of red bricks in the background",Is the girl in front of the red thing?,YN,Yes,"Yes, No",2,False
annotations/00/813.eng,"a dark-skinned , dark-haired boy in dark vest is standing in front of a wall made of rocks",Is the vest behind the rocks?,YN,No,"Yes, No",2,False
annotations/00/813.eng,"a dark-skinned , dark-haired boy in dark vest is standing in front of a wall made of rocks",Is the vest in front of the rocks?,YN,Yes,"Yes, No",,False
annotations/00/813.eng,"a dark-skinned , dark-haired boy in dark vest is standing in front of a wall made of rocks",Is the wall in front of the boy?,YN,No,"Yes, No",,False
annotations/00/813.eng,"a dark-skinned , dark-haired boy in dark vest is standing in front of a wall made of rocks",Is the wall behind the boy?,YN,Yes,"Yes, No",1,False
annotations/00/815.eng,"a dark-skinned , dark-haired girl in a grey tee-shirt and red pants is standing in front of grey brick wall",Is the wall in front of the red thing?,YN,No,"Yes, No",2,False
annotations/00/815.eng,"a dark-skinned , dark-haired girl in a grey tee-shirt and red pants is standing in front of grey brick wall",Is the shirt close to the red thing?,YN,Yes,"Yes, No",,True
annotations/00/815.eng,"a dark-skinned , dark-haired girl in a grey tee-shirt and red pants is standing in front of grey brick wall",Is the shirt in front of the wall?,YN,Yes,"Yes, No",2,False
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the girl and the blue contain yellow thing?,YN,No,"Yes, No",,True
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the blue and yellow thing touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the blue and yellow thing far from the hair?,YN,No,"Yes, No",,True
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the hair far from the blue and yellow thing?,YN,No,"Yes, No",2,True
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the blue and yellow thing behind the boulders?,YN,No,"Yes, No",2,False
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the blue and yellow thing in front of the boulders?,YN,Yes,"Yes, No",,False
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the hair in front of the boulders?,YN,Yes,"Yes, No",2,False
annotations/00/817.eng,"a dark-skinned , dark-haired girl in a blue-and-yellow jumper is sitting outside boulders in the background",Is the boulders in front of the hair?,YN,No,"Yes, No",,False
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the red thing touching the girl?,YN,Yes,"Yes, No",1,True
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the red thing contain the girl?,YN,No,"Yes, No",,True
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the red thing near the hair?,YN,Yes,"Yes, No",2,True
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the hair far from the red thing?,YN,No,"Yes, No",,True
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Are the boulders in front of the red thing?,YN,No,"Yes, No",2,False
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the boulders behind the red thing?,YN,Yes,"Yes, No",,False
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the hair behind the boulders?,YN,Yes,"Yes, No",,False
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the hair in front of the boulders?,YN,Yes,"Yes, No",2,False
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the red thing near the pullover?,YN,Yes,"Yes, No",1,True
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the red thing far from the pullover?,YN,No,"Yes, No",,True
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the red thing far from the boulders?,YN,No,"Yes, No",,False
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the red thing in front of the boulders?,YN,Yes,"Yes, No",,False
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the red thing far from the boulders?,YN,No,"Yes, No",2,False
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the pullover near the wall?,YN,Yes,"Yes, No",2,False
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the boulders far from the pullover?,YN,No,"Yes, No",,False
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Is the boulders behind the pullover?,YN,Yes,"Yes, No",,False
