Context_id,Story,Question,Question_Type,Answer,Candidate_Answers,Steps_of_Reasoning,Is_Commonsense_Question,model_answer_Base,model_answer_CoT,model_answer_visual
images/00/725.jpg,a boy wearing a green jacket and a red cap is carrying a little girl on his back .,Is the cap above the girl?,YN,Yes,"Yes, No",1,TRUE,Yes,Yes,Yes
annotations/01/1413.eng,"a room with a dark green wall , a double bed made of wood with two yellow pillows and a brown and yellow chequered blanket , two lamps and a painting above the bed , a phone on the right and a window with an orange curtain on the left",Is the orange thing to the right of the brown thing?,YN,No,"Yes, No",2,FALSE,No,No,No
annotations/01/1348.eng,"Cobbled street , greenish hotel on the right a few people on the sidewalk car in the street",Is the car left of the green thing?,YN,No,"Yes, No",,FALSE,Yes,No,No
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the pink thing behind the wall?,YN,No,"Yes, No",2,FALSE,No,No,No
annotations/01/1401.eng,"children in a swimming pool in a garden that is surrounded by a green wall there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool there is also the corner of a green house on the left there are trees in the background",Is the pool contain the green thing?,YN,No,"Yes, No",,TRUE,Yes,Yes,Yes
images/00/991.jpg,a dark-haired boy wearing a black pullover and a light blue jeans jacket is standing in front of a painted wall . the painting shows a sunset behind hills and a tree .,Is the blue thing above the black thing?,YN,No,"Yes, No",1,,Yes,Yes,Yes
images/00/947.jpg,"a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses . a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses. Some dowels are lying around in the background .",Are the dowels in front of the house?,YN,Yes,"Yes, No",,TRUE,No,No,No
annotations/01/1335.eng,"Front view of a house made of red bricks , with large wooden windows and white curtains",Is the house inside of the white thing?,YN,No,"Yes, No",1,TRUE,No,No,No
annotations/00/861.eng,"a dark-skinned , dark-haired girl in a blue sweater with a pink nametag is standing in a classroom",Is the blue thing far from the girl?,YN,No,"Yes, No",1,TRUE,No,No,No
annotations/01/1225.eng,"front view of a grey and white building , with a few men in front of the entrance",Is the grey thing behind the men?,YN,Yes,"Yes, No",,FALSE,Yes,Yes,Yes
images/01/1060.jpg,"behind it a bar with chairs and two people , and a bench with one person lying on it . behind it a bar with chairs and two people , and a bench with one person lying on it . Upper level with doors and a blue rail .",Is the person above the people?,YN,No,"Yes, No",1,,Yes,Yes,Yes
images/00/966.jpg,"a dark-skinned , dark-haired boy wearing a dark green hat , a white tee-shirt beneath a blue tee-shirt and a claret jacket ( open ) . a hilly landscape with a few trees in near background , distant background almost treeless . a hilly landscape with a few trees in near background , distant background almost treeless. Slightly overcast sky .",Is the sky under othe trees?,YN,No,"Yes, No",,TRUE,No,No,No
annotations/00/798.eng,"a dark-skinned , dark-haired girl in a red tee-shirt is holding a green pencil",Is the girl touching a red thing?,YN,Yes,"Yes, No",1,TRUE,Yes,Yes,Yes
annotations/00/821.eng,"a dark-skinned , dark-haired boy wearing dark blue dungarees and a light blue and pink pullover is standing in front of a brick-wall",Is the wall in front of the dark blue thing?,YN,No,"Yes, No",,FALSE,Yes,Yes,Yes
images/00/739.jpg,"a house with a pink roof and a green and white tower with three levels , each of them having a window on each side . one block in the front with three windows and the writing Casa Parroquial - Amor de Dios . another house with a green and yellow and red roof in the background .",Is the red thing behind the pink thing?,YN,Yes,"Yes, No",,TRUE,Yes,Yes,Yes
annotations/00/796.eng,a dark-haired baby in the arms of a woman . baby wearing a red-and-white striped pyjama handprints on the wall in the background,Is the woman touching the hair?,YN,Yes,"Yes, No",2,TRUE,No,No,No
images/01/1109.jpg,a room with a king-size bed with purple bedcover . window and white curtains on the left .,Are the curtains to the left of the bedcover?,YN,Yes,"Yes, No",,,Yes,Yes,Yes
annotations/01/1419.eng,"a room with white walls , a blue and white bunk bed on the right and another single bed in front of a broad window with brown curtains",Is the brown bed right of the other bed?,YN,Yes,"Yes, No",,FALSE,No,No,No
annotations/01/1414.eng,"front view of quite an alternative house the ground level has grey walls , large windows and two flower pots at the entrance there is a painted skyline and the writing Hotel Amalfi above it the upper level is inclined and white",Is the grey thing below the writing?,YN,Yes,"Yes, No",2,FALSE,Yes,Yes,Yes
images/00/712.jpg,"Six pupils are sitting around a round table on wooden chairs , each of them is holding a fruit ( tangerine ? ) and is wearing a hat ( except for one kid ) . pictures and comics on the wall behind them . car tyres in the background on the right .",Is the fruit in front of the pictures?,YN,Yes,"Yes, No",,TRUE,Yes,No,No
annotations/01/1384.eng,"a slightly underexposed , white bungalow with a high palm tree in front of it and with trees to the left and right",Are there trees behind the white thing?,YN,No,"Yes, No",2,FALSE,No,No,No
annotations/01/1223.eng,"the view into a the courtyard of a dark yellow building with white doors and grey gates , and a trunk of a palm tree on the left",Is the tree to the right of the white thing?,YN,No,"Yes, No",2,FALSE,No,No,No
annotations/01/1230.eng,"a courtyard with tables , wooden chairs , a fountain on the right , several arches and columns and a bar there are potted plants and green rails on the balcony of the second floor",Is the fountain right of the chairs?,YN,Yes,"Yes, No",,FALSE,Yes,Yes,Yes
images/00/961.jpg,"a dark-skinned boy wearing a white cap , a green pullover and a red vest .",Are the red thing and green thing touching?,YN,Yes,"Yes, No",1,,Yes,Yes,Yes
annotations/01/1208.eng,"a room with white walls , a double bed made of wood , a light blue and white chequered bedcover and white towels and a black chimney in the back corner",Is the black thing and the light blue behind white thing?,YN,Yes,"Yes, No",,FALSE,Yes,Yes,Yes
images/00/712.jpg,"Six pupils are sitting around a round table on wooden chairs , each of them is holding a fruit ( tangerine ? ) and is wearing a hat ( except for one kid ) . pictures and comics on the wall behind them . car tyres in the background on the right .",Are the Puplies below the pictures?,YN,No,"Yes, No",1,,Yes,No,No
images/00/692.jpg,"there are two social workers in the foreground . one wearing a red pullover and brown pants is bending over to access the blue paint . the other one in a red tee-shirt and black jeans is watching her . at the back of the room there is another worker wearing a white tee-shirt and blue jeans , acutally painting . there are many newspapers on the ground to protect the kindergarten floor . all three workers are wearing a mask .",Are brown thing is touching the paint?,YN,No,"Yes, No",1,TRUE,Yes,Yes,Yes
images/01/1325.jpg,"A narrow , two-storey , brownish red building with bars in front of windows and doors on the ground level and a broad window on the second floor . There is a cab and a man in front of the house , a white wall on the right and a grey house on the left .",Is the wall behind the cab?,YN,No,"Yes, No",1,,No,No,No
annotations/00/855.eng,"a dark-skinned , dark-haired boy in a grey and blue jumper is standing next to a desk in a classroom a poster on a red brick wall behind him a picture of a sunflower on the wall next to him",Is the poster in front of the desk?,YN,No,"Yes, No",2,FALSE,No,No,No
annotations/01/1393.eng,a double bed made of wood with white bedcover and two white pillows in a room with a crate and white walls above it there are red ornaments around the entrance on the right,Is the bed far from the pillows?,YN,No,"Yes, No",1,TRUE,No,No,No
annotations/00/803.eng,"a dark-skinned , dark-haired boy in a white shirt and a green tee-shirt , putting his index finger of his left hand in his mouth other school kids are sitting on their tables in front of a blackboard in the background",Is the boy's right index finger in his mouth?,YN,No,"Yes, No",1,FALSE,No,No,No
images/01/1039.jpg,inside photograph of a room with a red carpet . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right. Two red armchairs with a round table on the left at the back . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right. Two red armchairs with a round table on the left at the back. Further curtains and a standard lamp .,Is the table to the right of the commode?,YN,Yes,"Yes, No",2,TRUE,No,No,No
images/01/1172.jpg,"a room with a grey and turquoise wall and a single bed on the left and on the right , with a white mattress and a blue and grey blanket on top of it . there is also a sleeping bag on the bed on the left and a backpack next to it . there is a fireplace with some ash in between .",Is the backpack far from the turquiose thing?,YN,No,"Yes, No",,,Yes,No,No
images/01/1138.jpg,"the courtyard of a two-storey building made of red bricks , brown wooden doors and red rooftiles , a swimming pool in the centre with canvas chairs , chairs and potted plants . there are palm leaves in the foreground on the left .",Is the pool in the middle of the courtyard?,YN,Yes,"Yes, No",,,Yes,Yes,Yes
images/00/958.jpg,"a dark-skinned , dark-haired girl wearing a black hat , a white cardigan , a green vest and a golden necklace . two houses in the background , one with a grey roof , the other one with a light brown roof . short grass and some large stones in the background .",Are the green thing and black thing touching?,YN,No,"Yes, No",1,,Yes,No,Yes
images/00/938.jpg,"portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . exterior shot . portrait of a boy wearing a yellow and blue Puma cap , a blue tee-shirt and a red jacket ( open ) . houses and trees in distance .",Is the red thing above the yellow thing?,YN,No,"Yes, No",1,TRUE,Yes,Yes,Yes
annotations/00/797.eng,"a dark-skinned , dark-haired boy in a white shirt is standing in front of red brick walls",Is the white in front of red things?,YN,Yes,"Yes, No",,FALSE,Yes,Yes,Yes
annotations/01/1347.eng,"Room with wooden walls , one wooden bed with two pillows and white and green bedcovers with red and blue flowers on it",Is the red and blue things far from the pillows?,YN,No,"Yes, No",,TRUE,Yes,Yes,Yes
annotations/00/819.eng,"a dark-skinned , dark-haired girl wearing a USA pullover and red pants is standing outside a wall made of boulders in the near background USA jumper says Future USA at the front , with the Olympic rings below the letters , one sleeve shows the stars , the other one the stripes",Are the rings behind the boulders?,YN,No,"Yes, No",2,FALSE,No,No,No
annotations/01/1210.eng,"a room with white walls and a crate behind the two single beds made of wood with a multicoloured bedcover , white towels and a night table with a lamp and a phone in between them and a painting above it there is a white closet in the background on the right",Are the wooden things in front of the crate?,YN,Yes,"Yes, No",2,FALSE,Yes,No,No
annotations/01/1237.eng,"a room with a wooden king-sized bed , somewhat pale bedcovers and a large door with curtains on the left",Are the pale things to the left of the door?,YN,No,"Yes, No",2,FALSE,Yes,Yes,Yes
annotations/01/1398.eng,a red car in front of the entrance of a big hotel,Is the hotel in front of the red thing?,YN,No,"Yes, No",,FALSE,Yes,Yes,Yes
images/01/1144.jpg,"a room with white walls , a double bed made of wood with a blue and yellow chequered bedcover and pillows . there is a carpet , a table and a night table with a lamp and a phone on the left , and a window on the right .",Is the bed below the white things?,YN,No,"Yes, No",,,Yes,No,Yes
images/01/1179.jpg,"a very big , longish room with light blue walls , a double bed made of wood , with a night table and a ventilator in the background . there are also two windows in the background , and two arm chairs , a coffee table and a mirror in the foreground .",Is the night table in the room?,YN,Yes,"Yes, No",,,Yes,Yes,Yes
images/01/1084.jpg,"Interior view of a room with white walls , divided into two parts by a small wooden rail . there is a double bed , a night table and a bed lamp in the foreground . there is a coffee table with a sofa and chairs around and pictures are hanging on the wall in the background .",Is the lamp below the night table?,YN,No,"Yes, No",,,Yes,Yes,Yes
images/00/941.jpg,"a dark-skinned , dark-haired boy wearing a red cap and a blue jumper with a grey zip standing in the backyard . there is a grey house with a light blue roof in the background . there is a grey house with a light blue roof in the background. some garbage is lying around too .",Is the house and roof touching?,YN,Yes,"Yes, No",2,,No,No,No
images/00/725.jpg,a boy wearing a green jacket and a red cap is carrying a little girl on his back .,Is the girl touching the boy?,YN,Yes,"Yes, No",1,,Yes,Yes,Yes
annotations/01/1355.eng,"a grey car in front of a three-storey building with white walls and wide windows there is a thatched roof above the entrance on the ground floor , and there are a few people in front of the house",Is the people above the roof?,YN,No,"Yes, No",,FALSE,No,No,No
annotations/01/1339.eng,"A room with an unmade bed ( just the mattress ) , a wooden door on the right , a separate bathroom on the left white tiles on the floor walls look like marmol",Is the white thing over the marmol thing?,YN,No,"Yes, No",,TRUE,Yes,Yes,No
images/01/1168.jpg,"a room with white walls and a single bed made of wood and with a night table on both sides , and an additional phone on the left . there is a green bedcover with white flowers on the bed , and a pink curtain on the very left .",Is the bed in the middle of the tables?,YN,Yes,"Yes, No",,,Yes,Yes,Yes
annotations/01/1343.eng,"room with light grey walls king-sized bed made of wood , blue bedcover with white flowers , blue pillows with white flowers some stuff on the bed",Are the flowers near the bed?,YN,Yes,"Yes, No",2,TRUE,Yes,Yes,Yes
images/01/1121.jpg,View of the courtyard of a brown house with white window frames and an iron rail and two angel statues . there are canes in the foreground on the left . a man is sitting at a table on the balcony .,Is the courtyard in the house?,YN,No,"Yes, No",,,Yes,Yes,Yes
images/01/1108.jpg,Corner view of a large building . front is mainly made of glass .,Is the glass below the front?,YN,No,"Yes, No",,,Yes,No,No
annotations/01/1230.eng,"a courtyard with tables , wooden chairs , a fountain on the right , several arches and columns and a bar there are potted plants and green rails on the balcony of the second floor",Is the green thing above the chairs?,YN,Yes,"Yes, No",2,FALSE,Yes,Yes,Yes
annotations/01/1412.eng,"a room with green walls , two single beds made of wood , a night table with a lamp in between and a painting above it there is a window with a green and orange curtain on the right",Is the lamp to the left of the green thing?,YN,Yes,"Yes, No",2,FALSE,Yes,Yes,Yes
annotations/00/818.eng,"a dark-skinned , dark-haired girl in red vest is sitting outside boulders in background",Is the hair far from the red thing?,YN,No,"Yes, No",,TRUE,No,No,No
annotations/00/809.eng,"a dark-skinned , dark-haired girl in a pink pullover is sitting on green bench colourful handprints on the wall behind her",Is the green thing in front of the handprints?,YN,Yes,"Yes, No",2,FALSE,Yes,Yes,Yes
images/01/1039.jpg,inside photograph of a room with a red carpet . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right. Two red armchairs with a round table on the left at the back . inside photograph of a room with a red carpet. There is a wooden table and a wooden commode to the left. A bed to the right. Two red armchairs with a round table on the left at the back. Further curtains and a standard lamp .,Is the arechairs above the carpet?,YN,Yes,"Yes, No",2,TRUE,No,No,No
annotations/01/1393.eng,a double bed made of wood with white bedcover and two white pillows in a room with a crate and white walls above it there are red ornaments around the entrance on the right,Is the red thing right of the pillows?,YN,Yes,"Yes, No",,FALSE,Yes,Yes,Yes
images/00/718.jpg,"One boy holding a white box , most likely a present from the volunteer kneeing in front of him . several kids are around him , looking at the box while the boy himself is looking somewhere else . one kid in the foreground is wearing a green hat . there are both round tables and wooden desks in the background .",Is the desks behind the green thing?,YN,Yes,"Yes, No",,TRUE,No,No,No
annotations/00/871.eng,"a dark-skinned , dark-haired girl wearing a purple pullover and black pants standing in her classroom in front of all the desks where the other pupils are sitting ( in the background ) there is a blackboard in the background too",Is the black thing in front of the blackboard?,YN,Yes,"Yes, No",2,FALSE,Yes,Yes,Yes
annotations/01/1400.eng,a grey car is parking in front of a grey house with brown window frames and plants on the balcony,Is the car in front of the brown thing?,YN,Yes,"Yes, No",,FALSE,Yes,No,Yes
annotations/01/1393.eng,a double bed made of wood with white bedcover and two white pillows in a room with a crate and white walls above it there are red ornaments around the entrance on the right,Is the bed touching the pillows?,YN,Yes,"Yes, No",,TRUE,Yes,Yes,Yes
images/00/704.jpg,"Pupils are sitting at their wooden desks in an open air classroom . two of them raising their hands , others smiling . three are wearing a green hat . red brick wall and windows in the background .",Is the hat behind the windows?,YN,No,"Yes, No",,TRUE,No,No,No
annotations/01/1341.eng,King-sized bed in a room red and white chequered bedcover night tables on both sides of the bed walls are made of red bricks painting on the wall,Is the red thing disconnected the painting?,YN,No,"Yes, No",,FALSE,Yes,No,Yes
images/01/1327.jpg,"a terrace with white plastic chairs and white round tables , red flowers on the right , a street behind the terrace and waves of the sea breaking on the beach during sunset .",Is the table in front of the street?,YN,No,"Yes, No",,TRUE,No,No,No
annotations/01/1407.eng,"a three-storey building made of red bricks , with red doors and a blue jalousie on the ground level the uppermost level is still partly under construction",Is the construction below the door?,YN,No,"Yes, No",2,FALSE,Yes,Yes,Yes
images/01/1139.jpg,"a room with white walls , two single beds made of wood and with golden bedcover , a night table in between and two lamps above it . there is a commode , a mirror and a chair in the front on the left , and behind it a window with brown curtains .",Is the mirror in the middle of the room?,YN,No,"Yes, No",,,No,No,No
annotations/00/804.eng,"a dark-skinned , dark-haired girl in a coloured shirt is standing in front of a blue wall",Is the shirt in front of the blue thing?,YN,Yes,"Yes, No",,FALSE,Yes,Yes,Yes
images/00/683.jpg,"Three women are sitting on a wooden bench in front of an about one metre high , red brick wall . they are all wearing skirts and jumpers with gilets . two of them are wearing a hat too. one man is standing behind the wall. a wooden door on the left is being held open by a red brick .",Is the man behind the hat?,YN,Yes,"Yes, No",1,,No,No,No
images/01/1119.jpg,"a house with blue tiles , iron bars in front of the entrance and a large window on the second floor . there is a supermarket on the left .",Is the window above the house?,YN,No,"Yes, No",,,Yes,No,Yes
images/00/971.jpg,"a dark-haired , dark-skinned boy wearing a black cap ( backwards ) and a red and green tee-shirt underneath a light blue anorak . a dark-haired , dark-skinned boy wearing a black cap ( backwards ) and a red and green tee-shirt underneath a light blue anorak. Short grass in the background .",Are the red thing and blue thing touching?,YN,Yes,"Yes, No",1,,No,No,No
images/00/679.jpg,"Four tourists are sitting on a bus. Four tourists are sitting on a bus. Two women in the front row with their heads turned around. another one in the second row looking out the window. and one man with sunglasses in the very last row , looking out the window too.",Are the tourists in the bus?,YN,Yes,"Yes, No",,TRUE,Yes,Yes,Yes
annotations/01/1371.eng,a double bed made of wood with pink and white striped pillows and bedcovers there is a shelf in the back on the right,Are the pink and white things touching the bed?,YN,Yes,"Yes, No",1,TRUE,Yes,Yes,Yes
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Is the wires over the pallets?,YN,No,"Yes, No",,TRUE,No,No,No
annotations/01/1399.eng,"a room with white and grey walls , a large double bed made of wood in the foreground , an armchair , a small table and three more chairs and two lamps behind it , and a window with grey and white curtains in the background",Is the lamps behind the bed?,YN,Yes,"Yes, No",,FALSE,No,No,No
images/00/737.jpg,many people are working on the bare brickwork of a house or are watching the workers from below . many wires are sticking out of the bare brickwork . one person is climbing up a ladder . many pallets are lying piled up in front of the house .,Are the brickwork touching wires?,YN,Yes,"Yes, No",1,,No,No,No
images/01/1085.jpg,"a room with white walls , two single beds , a glass door with a wooden frame and red curtains . there is a picture above the bed on the wall .",Is the wall in front of the picture?,YN,No,"Yes, No",,,Yes,Yes,Yes
images/01/1101.jpg,"a king size bed with a night table on each side . phone on the right table , phone books ( yellow and white pages ) below the table . picture and two lamps on the wall above the bed .",Is the night table behind the bed?,YN,No,"Yes, No",,,No,No,No
annotations/01/1401.eng,"children in a swimming pool in a garden that is surrounded by a green wall there are two canvas chairs , white tables and chairs , a clothesline and a sunshade in the shade behind the pool there is also the corner of a green house on the left there are trees in the background",Is the pool to the right of the house?,YN,Yes,"Yes, No",2,FALSE,No,No,No
annotations/00/848.eng,"a dark-skinned , dark-haired boy in a blue , white and orange striped jumper is standing in a classroom a girl is sitting at a desk behind him two comic figures on the wall in the background",Is the blue thing in front of the wall?,YN,Yes,"Yes, No",,FALSE,Yes,No,Yes
