Story,Question,Q_type,Candidate_Answers,Answer,Reasoning_type,ollama/gemma:2b,ollama/phi3:mini,ollama/qwen:4b,ollama/openchat,ollama/mistral,ollama/llama3,llama70B
"There are three blue shapes in a block that we called A. Two medium blue squares are below a big blue square. First medium blue square is to the left of the other medium one which is touching the bottom edge of block A. There is another block below the block A we call it B. A big blue triangle is touching the top edge of this block which is above a small black triangle, a big blue circle and a medium blue triangle. The medium triangle is touching the bottom edge of the block. The circle is below and to the left of the small triangle. It is above the medium triangle.",Where is the circle reagrding to the object above the medium square?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"**A**
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
- _ Red square
-",['below'],left,"['below', 'near to']",['far from'],['above'],above
"There is a block called A. In A, there are four blue circles: two small ones, a medium one, and a large one. The two small circles are below the large circle. The medium circle is far above and to the left of the large circle. There is another block called B, Which is to the right of A. In B, there is a blue triangle near the right edge of B. There is another block called C, Which is to the right of B. In C, there is a yellow circle, a large yellow triangle, and a black square. The yellow circle is near and to the left of the yellow triangle. The black square is to the right and below the yellow triangle.",What is the relation between the large yellow thing and the other yellow object?,FR,"left, right, above, below, near to, far from, touching, DK","right, near to","['Converse', ' Symmetry']","Sure, here is the layout you requested:

```
      A
+-------+
|   _   |
+-------+
|   _   |
+-------+
|   _   |
+-------+
|   _   |
+-------+
|   _   |
+-------+
|   _   |
+-------+
|   _   |
+-------+
| Yellow |
+-------+
| Triangle |",['below'],"Your Answer: 
left",['near to'],['near to'],['near to'],to the right of
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Is the object in block A to the right of the yellow triangle Which is to the right of a black shape?,YN,"Yes, No, DK",No,['Transitivity'],"**
    A
   / \
  B   C
  _  _
 _  _  _
 _  _  _
 _  _  _
```",['No'],Yes,['No'],['No'],['No'],No
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,What is the relation between the triangle below another triangle and the yellow object below the big square?,FR,"left, right, above, below, near to, far from, touching, DK",left,,"**Answer:**
The triangle below another triangle and the yellow object below the big square are left.",['below'],Your Answer:,"['below', 'near to']",['below'],"['below', 'far from']",right
"There are three blocks named A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle that is near and to the left of a medium yellow circle. In B, there is a medium black circle Which is above a large blue triangle. The large triangle is above and near a small blue circle. There is also a large black circle far below the small blue circle. In C, there is a medium blue circle.",What object is not below the large blue thing? the medium black circle  or  the small blue circle?,CO," the medium black circle ,  the small blue circle, both of them, none of them", the medium black circle ,['Negation'],"**A**
- Small yellow triangle
- Medium yellow circle
- Medium black circle
- Large blue triangle
- Small blue circle

**B**
- Medium black circle
- Large blue circle

**C**
- Medium blue circle",['none of them'],The object that is not below the large blue thing is the medium black circle.,['the small blue circle'],['the medium black circle'],['the small blue circle'],the medium black circle
"There is a block called A. It has a small yellow square, a smal black triangle and a small black circle. A medium blue square is above and to the right of the smal black triangle and circle. The small yellow square is above the medium square. The small black circle is above a big blue circle and to the right of the small black triangle. Block A is below another block called B.block B has two big yellow triangle and a big black circle that is touching the top edge of this block. One of the triangles is touching the bottom edge of block B.",what is the relation between the big yellow triangle that is touching the bottom edge of a block and another big yellow triangle?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"**
    A
   / \
  B   C
 D---E---F---G---H---I---J---K---L---M---N---O---P---Q---R---S---T---U---V---W---X---Y---Z

**Big Yellow Triangle**
**Small Black Triangle**
**Small Black Circle**
**Medium Blue Square**
**Big Yellow Triangle**
**Big Black Circle**
```",['below'],DK,['below'],['below'],['touching'],same level
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",What block is to the left of B,FB,"A, B, C",A,['Converse'],"**A**

|   |   |
| A | B | C |
|---|---|---|",['A'],B,['A'],['A'],['A'],A
"There are three blocks called A, B, and C. A, is to the left of B and B is to the left of C. In A, there is a small yellow square far to the left of a medium yellow triangle. There is a large blue square far above the medium yellow triangle. There is a small blue triangle near and above the large blue square. In B, there is a small yellow triangle near and to the left of a medium yellow triangle. Far below the medium yellow triangle is a medium black circle. In C, there is a medium yellow circle near and above a large yellow square. The yellow square is far above a large black circle. There is a small blue triangle near and to the right of the large yellow square.",What block does not have any blue objects inside of it?,FB,"A, B",B,"['Negation', ' Quantifier']","A, B

The green square is not touching a square. The red triangle and the black circle are not touching a square.",['A'],C,['B'],['A'],['A'],B
"There are three blocks called A, B, and C. A is to the left of B Which is to the left of C. In A, there is a large black triangle near and above a large black square. To the right of the black triangle is a large blue triangle. In B, there is a medium yellow square near and below a small blue circle. In C, there is a small blue square far above a small yellow square. There is a small blue circle to the right of the small yellow square. There is a medium yellow circle near and to the right of the small blue circle. There is also a medium blue circle below the medium yellow circle.",What object is to the right of the medium yellow thing in B? the medium yellow circle or   the large blue triangle ?,CO," the medium yellow circle,   the large blue triangle , both of them, none of them", the medium yellow circle,"['Lists/Sets', ' Converse']","Sure, here's the 2D layout ASCII diagram:

```
   A
  / \
 B  C
_  _
 _  _  _
 _  _  _
 _  _  _
 _  _  _
---
 _  _  _
 _  _  _
 _  _  _
 _  _  _
---
 _  _  _
 _  _  _
 _  _  _",['both of them'],The object that is to the right of the medium yellow thing in B is the large blue triangle.,['the medium yellow circle'],['the large blue triangle'],['the medium yellow circle'],the small blue circle
"There is a block called A. In A, there is a large blue square near and below a medium blue triangle. Far to the left of the medium blue triangle is a small yellow square. Far above the medium blue triangle is a small blue triangle. There is another block called B, which is to the right of A. In B, There is a small yellow circle touching the left edge of B. Far to the right of the circle is a large yellow square. Near and above the large square is a small yellow square. There is another block called C, which is to the right of B. In C, there is a small blue circle near and to the left of a large yellow triangle. The large yellow triangle is near and to the left of a large blue triangle. The large blue triangle is far above a large blue circle. The large blue circle is touching the bottom edge of C.","What object is not near the large yellow thing in B, the small yellow square or the small yellow circle? the small yellow square  or  the small yellow circle ?",CO," the small yellow square ,  the small yellow circle , both of them, none of them", the small yellow circle ,"['Negation', ' Symmetry']","Sure, here's the layout you requested:

```
   A
  / \
 B  C
 / \
| _ |  _ |
| _ |  _ |
| _ |  _ |
---
| _ |  _ |
| _ |  _ |
| _ |  _ |
| _ |  _ |
---
| _ |  _ |
| _ |  _ |
| _ |  _ |",['both of them'],"The object that is not near the large yellow thing in B, the small yellow square or the small yellow circle? is the small yellow circle.",['the small yellow square'],['the small yellow square'],['the small yellow circle'],the small yellow circle
"There is a block called A. Inside A, there is a black triangle that is above and to the left of a black circle. There is another block called B which is to the right of A. In B, there are two yellow circles, a blue circle, and a blue square. The blue circle is touching the left edge of B. One of the yellow circles is to the right of the blue circle and to the left of the blue square. The blue square is touching the right edge of B and is above the other yellow circle, Which is also touching the right edge of B.",Which block has a circle to the left of a circle Which is on the left of another circle?,FB,"A, B",A,,"```
    A
   / \
  B   C
 D---E---F
```",['B'],B,['B'],['B'],['B'],B
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,Which block has a triangle below another triangle?,FB,"A, B",A,,"**A**

|   _  |   _ |   _ |
|---|---|---|
| _ |  _ |  _ |
|---|---|---|
| _ |  _ |  _ |
|---|---|---|
| _ |  _ |  _ |",['A'],B,['A'],['B'],['A'],A
"There are three blocks named A, B, and C. B is to the right of A and C is to the right of B. In A there is a large black square that is touching left edge of A. In B, there is a large blue square Which is near and to the right of a large blue triangle. Far below the triangle there is a large yellow circle. The large yellow circle is touching the bottom of B. In C, there is a small blue circle that is to the right of a small black triangle.",What object is far from the yellow thing? the large blue triangle  or  the small black triangle?,CO," the large blue triangle ,  the small black triangle, both of them, none of them", the large blue triangle ,['Symmetry'],"**A**
- Black square (large)
- Blue square
- Triangle

**B**
- Blue square (large)
- Yellow circle
- Black circle

**C**
- Blue circle
- Small black triangle",['both of them'],The object that is far from the yellow thing is the large blue triangle.,['the large blue triangle'],['the small black triangle'],['the large blue triangle'],the small black triangle
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large blue triangle that is near and below a medium black triangle. There is also a large black triangle that is near and below the large blue triangle. In B, there are two medium blue circles that are to the left of a medium black circle. The black circle is near and above a large blue circle. In C, there is a large yellow circle that is near and to the left of a small black triangle. There is also a large blue triangle near and to the right of the small black triangle.",What object is not far from the the large blue thing in B? the medium black circle  or  the small black square ?,CO," the medium black circle ,  the small black square , both of them, none of them", the medium black circle ,"['Negation', ' Symmetry']","Sure, here is the 2D layout ASCII diagram:

```
   A
  / \
 B  C
```

The object that is not far from the large blue thing in B is the medium black circle.",['the medium black circle'],The object that is not far from the large blue thing in block B is the medium black circle.,"['the medium black circle', 'both of them']",['the small black square'],['the medium black circle'],the medium black circle
"There are three blocks named A, B, and C. B is to the right of A and C is to the right of B. In A there is a large black square that is touching left edge of A. In B, there is a large blue square Which is near and to the right of a large blue triangle. Far below the triangle there is a large yellow circle. The large yellow circle is touching the bottom of B. In C, there is a small blue circle that is to the right of a small black triangle.",What object is far from the yellow thing? the large blue triangle  or  the small black triangle?,CO," the large blue triangle ,  the small black triangle, both of them, none of them", the large blue triangle ,['Symmetry'],"**A**
- Black square (large)
- Blue square (large)
- Triangle (blue)
- Yellow circle

**B**
- Blue square (large)
- Green square (large)
- Yellow circle

**C**
- Blue circle (small)
- Black triangle (small)",['both of them'],The object that is far from the yellow thing is the large blue triangle.,['the small black triangle'],['the small black triangle'],['the large blue triangle'],the small black triangle
"There are three blocks called A, B, and C. B is to the left of A and C is to the left of B. In A, there is a medium blue square near and to the right of a large yellow square. The large yellow square is far to the right of a small blue circle. In B, there is a large black circle is near and above a large blue circle. Far below the blue circle is a large black square. In C, there is a small blue circle that is far below a large blue square.",Is the small blue thing in C to the right of the large blue thing in B?,YN,"Yes, No, DK",No,"['Lists/Sets', ' Converse']","**A**
- _ Red square
- _ Red square
- _ Green square
- _ Black circle
- _ Black square

**B**
- _ Black circle
- _ Blue circle
- _ Black square

**C**
- _ Blue circle",['No'],Yes,['No'],['No'],['No'],No
"There is a block called A. In A, there is a medium yellow triangle near and above a large yellow triangle. The large yellow triangle is near and to the left of a large black triangle. There is a block called B, which is to the right of A. In B, there is a small yellow circle far above a large black triangle. The large black triangle is near and above a medium yellow triangle. There is a small blue triangle far to the right of the large black triangle. There is a block called C, which is to the right of B. In C, there is a medium black circle near and to the left of a medium blue square. The blue square is near and to the left of a large black square.",Is the medium blue thing below a medium black thing?,YN,"Yes, No, DK",DK,['No Data'],"Sure, here's the 2D layout ASCII diagram:

```
   A
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+",['No'],Yes,['No'],['No'],['No'],No
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a small black triangle near and below a large yellow circle. Far to the right of the yellow circle is a small blue square. In B, there is a large black triangle far below a small blue circle. The small blue circle is near and below a small blue triangle. In C, there is a small blue circle.",What is the relation between the large yellow thing and the small black thing?,FR,"left, right, above, below, near to, far from, touching, DK","above, near to","['Symmetry', ' Converse']","**A**
- Black triangle
- Yellow circle
- Blue square

**B**
- Black triangle
- Blue circle
- Blue square

**C**
- Blue circle",['below'],DK,"['above', 'near to']",['far from'],['below'],above
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a large yellow square that is near and to the left of a small yellow square. Below the small square is a medium yellow circle. In B, there is a small black triangle that is to the left of a large black square. Far below the black square is a small blue circle. In C, there is a medium blue triangle.",Is the small blue thing far from the large black thing?,YN,"Yes, No, DK",Yes,['Symmetry'],"**A**
- _ Red small _
- _ Red small _
- _ Green square
- _ Red square
- _ Black circle

**B**
- _ Black triangle
- _ Red square

**C**
- _ Blue triangle
- _ Blue triangle",['Yes'],Yes,['Yes'],['Yes'],['Yes'],Yes
"There are three blocks called A, B, and C. In A, there is a large blue circle that is near and to the left of a large yellow circle. There is also a medium black triangle below the blue circle. In B, Which is to the right of A, there are three small blue circles far above two small black triangles. C is to the right of B. In C, there is a large blue triangle that is near and to the left of a medium black circle. There is also a large black triangle near and below the large blue triangle.",What object is not below the medium black thing in C? the large black triangle  or  the medium black triangle?,CO," the large black triangle ,  the medium black triangle, both of them, none of them", the medium black triangle,"['Negation', ' Transitivity']","**A**
- Blue circle
- Yellow circle
- Black triangle

**B**
- Three small blue circles
- Two small black triangles

**C**
- Large blue triangle
- Medium black triangle",['none of them'],The object that is not below the medium black thing in C is the large black triangle.,['the large black triangle'],['the large black triangle'],['the large black triangle'],the medium black triangle
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue triangle. In B, there is a large blue circle near and to the right of a small yellow square. The yellow square is near and to the right of a small black circle. In C, there is a small yellow circle near and below a medium black triangle. There is a small blue square near and above the black triangle.",What block does not have any yellow objects inside?,FB,"A, B, C",A,"['Negation', ' Quantifier']","```
    A
   / \
 B   C
 ___
```",['A'],C,['B'],['A'],['C'],A
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue square near and below a medium black triangle. Near and above the medium black triangle is a large blue circle. In B, there is a large yellow circle far above a medium black square. The medium black square is to the near and to the left of a small yellow square. In C, there is a large yellow circle far above a small black circle.",Is the small yellow thing near and to the right of a medium black thing,YN,"Yes, No, DK",Yes,"['Converse', ' Symmetry']","**Answer:** No

**Explanation:** The small yellow thing is not near and to the right of a medium black thing.",['No'],Yes,['No'],['No'],['No'],Yes
"There are three blocks A, B and C. A blue triangle is touching the right edge of block A. Block B has four objects. There is a medium black square at the top of this block. There is a big blue square at the top of this block and near to the medium square. Two big black circles are below these objects. one of the circles is touching the bottom edge of its block. block C is above A and block B is above it. Three medium blue triangles and two squares are in this block. the squares are below all triangles. two of the triangles and one of the squares are to the left of the  other square.",Which block has a square to the right of another square?,FB,"A, B, C",C,"['Lists/Sets', ' Converse']","A

|   |   |
| A | B | C |
|---|---|---|
| _ | _ | _ |",['B'],B,['B'],['B'],['B'],C
"There is a block called A. Inside A, there is a black triangle that is above and to the left of a black circle. There is another block called B which is to the right of A. In B, there are two yellow circles, a blue circle, and a blue square. The blue circle is touching the left edge of B. One of the yellow circles is to the right of the blue circle and to the left of the blue square. The blue square is touching the right edge of B and is above the other yellow circle, Which is also touching the right edge of B.",What is the relation between the black and blue objects?,FR,"left, right, above, below, near to, far from, touching, DK",left,['Lists/Sets'],"**Block A**
- Black triangle
- Black circle

**Block B**
- Yellow circle
- Yellow circle
- Blue square
- Blue circle",['far from'],DK,"['above', 'touching']",['far from'],"['above', 'to the left of']",far from
"There is a block called A which has a medium yellow triangle. To the right of the block A, there is a block called B. It has three circles and a small black triangle. Two of the circles are medium blue which one of them touching the top edge of the block and the other is touching the bottom and left edge of the block B. Anothe circle is big and black which the small black triangle is below and tp the left of it. There is another block C which is to the left of the block A. it has a small black square that is touching the bottom edge of the block and a medium blue circle.",Is the small triangle below the circle which is touching the left edge of the block?,YN,"Yes, No, DK",No,,"```
    A
   /  \
  B   C
 / |  |
| _ | _ | _
---
```",['No'],Yes,['No'],['No'],['No'],Yes
"There are three blue shapes in a block that we called A. Two medium blue squares are below a big blue square. First medium blue square is to the left of the other medium one which is touching the bottom edge of block A. There is another block below the block A we call it B. A big blue triangle is touching the top edge of this block which is above a small black triangle, a big blue circle and a medium blue triangle. The medium triangle is touching the bottom edge of the block. The circle is below and to the left of the small triangle. It is above the medium triangle.",What is the relation between the circle above the blue triangle and the black object below a blue triangle?,FR,"left, right, above, below, near to, far from, touching, DK",left,,"**A**
- Block A:
    - _ Red small _
    - _ Red small _
    - _ Red small _
- Block B:
    - _ Black circle
    - _ Red square
    - _ Red square
- Block C:
    - _ Green square
    - _ Red square
    - _ Red square
- Block D:
    - _ Black circle
    - _ Red square",['below'],DK,"['above', 'near to']","['left', 'far from']",['below'],above
"There are three blocks A, B, and C. Block A has a medium yellow square to the left of a small blue triangle. Block B is to the right of block A. It has two small blue squares. The square number one is touching the right edge of this block and the square number two is above the square number one. Block C is below block A. It has a big black triangle above a small black triangle. The big black triangle is to the right of a small yellow square. A small yellow triangle is below and to the left of the small black triangle.",Where is big triangle regarding the small yellow triangle?,FR,"left, right, above, below, near to, far from, touching, DK",above,,"**A**
- _ (square) - Top left corner
- _ (square) - Top right corner
- _ (square) - Bottom left corner
- _ (square) - Bottom right corner
- _ (triangle) - Below the square on the left
- _ (square) - Above the square on the right
- _ (square) - Below the triangle
- _ (square) - Left side of the triangle

**B**
- _ (",['below'],left,['above'],"['right', 'far from']",['right'],above
"There is a block called A. Inside there's a red oval that is above a blue triangle. The blue triangle is touching the right edge of A and the top of a large black square. Touching the bottom edge of A is  a small orange square. The is a block called B Which is to the right and touching A. Inside B there are 5 triangles, a red one, a green one, a large yellow one, a brown one, and an orange one. The red and orange triangles are touching the left edge of B and the orange triangle is above the red triangle. The large yellow triangle is touching the top edge of B. The green triangle is touching the right edge of B. The brown triangle is below all of the other triangles and is touching the bottom of B.",Does B have all of the triangles?,YN,"Yes, No, DK",No,['Quantifier'],"Sure, here's the layout you requested:

```
   A
+---+
| O |
+---+
|   |
+---+
| O |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+
|   |
+---+",['Yes'],Yes,['Yes'],['No'],['No'],Yes
"There are three blocks called A, B, and C. B is to the right of A and C is to the right of B. In A, there is a large yellow square near and below a small yellow square. The small yellow square is far to the left and below a large blue triangle. In B, there is a medium blue circle far to the left and above a small black circle. The small black circle is near to the left of a large blue circle.  In C, there is a large yellow square near and to the left of a large black circle. The black circle is near and to the left of a large blue triangle.",What block does not have any triangles inside of it?,FB,"A, B, C",B,"['Negation', ' Quantifier']","**A**

|   |   |
| A | B | C |
|---|---|---|
| _ | _ | _ |",['B'],C,['B'],['A'],['A'],B
"There is a block called A. In A there is a small blue circle. There is another block called B Which is to the right of A. In B, there is a large yellow square, Which is near and to the left of a small yellow square. Above both squares there is a black triangle. To the right of B there is a block called C. In C, there is a black square that is to the right and far from a yellow triangle.",Which block has a triangle above a square?,FB,"A, B, C",B,['transitivity'],"**A**

**Block A**

* Small blue circle

**Block B**

* Large yellow square
* Small yellow square

**Block C**

* Black square",['B'],B,['B'],['B'],['B'],B
"We have three blocks A, B, and C. Block B is to the right of block A and C and also is above block C. Block A is above block C. Block A has a big blue square above a big blue triangle. Block B has a big black circle to the left of a medium black triangle which is above and to the left of a medium yellow square. Block C has a medium yellow circle touching the top edge of the block and a big black circle touvhing the bottom edge of the block. Above the big circle there is a medium blue triangle which is below and to the left of a big blue triangle.",Are all big objects above any triangles?,YN,"Yes, No, DK",No,,"**Answer: No**

The big blue square is not touching any triangles.",['No'],Yes,['No'],['No'],['Yes'],Yes
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a medium black triangle that is near and to the left of a small black square. In B, there is a large black triangle near and to the right of a small blue square. In C, there is a medium blue circle near and below a medium blue square. The medium blue square is near and below a small blue circle. Far below the medium blue circle is a medium yellow circle. Near and to the left of the medium yellow circle is a large yellow circle.","What object is to far to the left of the medium black thing, the large black triangle or the medium blue square? the large black triangle  or  the medium blue square ?",CO," the large black triangle ,  the medium blue square , both of them, none of them",none of them,['No Data'],"**A**
- Green square
- Red square
- Black circle
- Yellow square

**B**
- Black triangle
- Small blue square

**C**
- Medium blue square
- Medium blue circle",['both of them'],"The object that is to far to the left of the medium black thing, the large black triangle or the medium blue square?

Your Answer:",['the medium blue square'],['the large black triangle'],['the medium blue square'],the medium blue square
There is a block. We called it A. It has four medium squares. Two of them are yellow and two of them are blue. one of the blue square is touching the bottom edge of this block. The other bue square is on it. Then the yellow squares are on the second blue square. we have another block called B. block A is on this block. block B has two black square up on each other.,Which block has a square below all blue squares?,FB,"A, B",B,"['Lists/Sets', ' Quantifier']","**A**

|   |   |   |
| A | B | C |
|---|---|---|
| _ | _ | _ |
| _ | _ | _ |
| _ | _ | _ |",['A'],A,['A'],['A'],['A'],B
"There is a block called A. In A there is a red triangle Which is above a black circle. The black circle is touching the bottom of A. A yellow square is touching the top edge of A and below that there is a red oval is touching the right edge of A. There is a second block call B Which is to the left of A. Inside B there are 3 squares, a brown one, a green one, and a red one. The green square is above the red square and touching the left edge of B. The brown square is touching both the bottom edge and the right edge of B. The red square is touching the left edge of the brown square.",Are all of the squares in B?,YN,"Yes, No, DK",No,['Quantifier'],"```
    A
   / \
  B   C
D --- O --- E
```",['No'],No,['No'],['No'],['No'],Yes
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small black triangle near and ot the left of a large blue circle. The large blue circle is near and to the left of a small blue circle. The small blue square is far below a medium yellow square. In B, there is a small yellow circle. In C, there is a medium black triangle that is near and to the left of a small yellow circle. The small yellow circle is near and to the left of a blue triangle. There is a large yellow square touching the bottom of the small yellow circle. Near and below the large yellow square is a large black square.",Is the medium yellow thing far above a small blue object?,YN,"Yes, No, DK",Yes,"['Symmetry', ' Converse']","Sure, here is the layout you requested:

```
    A
   / \
 B  /   \
C ---->|
```",['No'],Yes,['No'],['No'],['No'],Yes
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small blue circle far to the left of a large black circle. In B, there is a medium blue square near and below a medium black circle. In C, there is a large black square far below and to the right of a medium yellow circle. The circle is to far below and to the right of a small yellow triangle.",Does A have any squares inside of it?,YN,"Yes, No, DK",No,['Quantifier'],"**A**

|   |   |
| A | B | C |
|---|---|---|
| _ | _ | _ |
| _ | _ | _ |
| _ | _ȕ_ | _ȕ_ |",['No'],Yes,['No'],['No'],['No'],No
There are two blocks A and B. Block A has two medium yellow circle and a medium yellow triangle. The medium circle number one is to the right of the yellow triangle which is to the right of the medium circle number two. This block also has a medium black triangle touching the bottom edge of it. Block B is to the right of the block A. It has two medium yellow circle and a medium black triangle. It also has a big blue square above the medium yellow circle number one. The medium triangle is to the left of the medium circle number one and to the right of the medium circle number two. The big square is to the right of the triangle.,Is there any circle in block B to the right of the square?,YN,"Yes, No, DK",DK,,"```
    A
   /  \
  B   C
  \  /
  \ /
+--+--+--+--+
| _ |   _ |
+--+--+--+--+
| _ |   _ |
+--+--+--+--+
| _ |   _ |
+--+--+--+--+
| _ |   _ |
+--+--+--+--+
```",['No'],No,['No'],['No'],['No'],Yes
"There is a block called A. Inside A, there is a black triangle that is above and to the left of a black circle. There is another block called B which is to the right of A. In B, there are two yellow circles, a blue circle, and a blue square. The blue circle is touching the left edge of B. One of the yellow circles is to the right of the blue circle and to the left of the blue square. The blue square is touching the right edge of B and is above the other yellow circle, Which is also touching the right edge of B.",What is the relation between the circle Which is to the left of a blue circle and the black thing to the left of a black object?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"**Answer:**
- Green square: left
- Red square: right
- Black circle: above, below
- Yellow circle: to the right of the blue circle, to the left of the blue square","['left', 'far from']",left,['left'],"['left', 'near to']",['above'],above
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a small blue circle far to the left of a medium yellow square. In B, there is a small blue circle. In C, there is a medium yellow square near and below a large blue square. The large blue square is near and below the small black triangle.The black triangle is far to the right of a small yellow triangle. There is a medium blue triangle near and to the right of the small black triangle.",What block has all of the large objects inside of it?,FB,"A, B, C",C,['Quantifier'],"**A**

**Blocks:** A, B, C

**Objects:**

- Small blue circle
- Medium yellow square
- Small blue circle
- Medium yellow square
- Large blue square
- Small black triangle
- Small yellow triangle",['C'],C,['C'],['C'],['C'],C
"There is a block called A. In A, there are four blue circles: two small ones, a medium one, and a large one. The two small circles are below the large circle. The medium circle is far above and to the left of the large circle. There is another block called B, Which is to the right of A. In B, there is a blue triangle near the right edge of B. There is another block called C, Which is to the right of B. In C, there is a yellow circle, a large yellow triangle, and a black square. The yellow circle is near and to the left of the yellow triangle. The black square is to the right and below the yellow triangle.",What block does not have a blue object inside of it?,FB,"A, B, C",C,['Negation'],"**A**

- Blue circles: two small ones, a medium one, and a large one
- Blue triangle
- Yellow circle
- Black square",['B'],C,['B'],['B'],['B'],C
"There are three blocks called A, B, and C. A is to the right of B and B is to the right of C. In A, there is a small yellow triangle far to the right of a medium black circle. Near and to the left of the medium black circle is a small yellow square. Far below the small yellow square is a small blue square. Near and below the small blue square is a medium black triangle. In B, there is a medium yellow circle near and above a small yellow circle. The small yellow circle is near and above a large black square. The large black square is touching the bottom of B. In C, there is a small blue square far below a medium blue square. Far to the right of the medium blue square is a large blue triangle. Near and below the triangle is a medium black square. The medium black square is touching the bottom of C.","What object is not near the medium black thing in C, the large blue thing or the small blue thing in C? the large blue thing  or  the small blue thing ?",CO," the large blue thing ,  the small blue thing , both of them, none of them", the small blue thing ,"['Negation', ' Symmetry']","**Answer:** the large blue thing

**Explanation:** The large blue thing is far to the right of the medium black thing in C, and it is not near the medium black thing.",['both of them'],"The object that is not near the medium black thing in C is the large blue thing. Therefore, the correct answer from the candidate list is ""the large blue thing"".",['the small blue thing'],['the large blue thing'],['the large blue thing'],the small blue thing
"There is a block called A. In A there is a small black circle. There is another block called B, Which is to the right of A. In B, there are four yellow squares, three medium ones and a small one. The medium squares are above each other with the top one touching the right edge of B and the bottom one touching the bottom of B. The small yellow square is near and to the left of the bottom medium square There is also a small black square near to the left of the small yellow square. There is another block called C, Which is to the right of B. In C, there is a yellow triangle Which is far to the right of a yellow square.",Is the thing that touches the bottom of B to the left of a small yellow thing?,YN,"Yes, No, DK",Yes,['Converse'],"**Answer: No**

The thing that touches the bottom of B to the left of a small yellow thing is not a square.",['No'],Yes,['No'],['Yes'],['No'],Yes
"There is a block called A. It has a small yellow square, a smal black triangle and a small black circle. A medium blue square is above and to the right of the smal black triangle and circle. The small yellow square is above the medium square. The small black circle is above a big blue circle and to the right of the small black triangle. Block A is below another block called B.block B has two big yellow triangle and a big black circle that is touching the top edge of this block. One of the triangles is touching the bottom edge of block B.",What is the relation between the big blue circle and the small square?,FR,"left, right, above, below, near to, far from, touching, DK",below,,"**Block A**
- _ (small yellow square)
- _ (small black triangle)
- _ (small black circle)

**Block B**
- _ (big yellow triangle)
- _ (big yellow triangle)
- _ (big black circle)
- _ (medium blue square)
- _ (small black circle touching top edge)

**Relation between the big blue circle and the small square**
The big blue circle is to the left",['DK'],DK,['far from'],['far from'],['far from'],below
"There are three blocks called A, B, and C. A is to the left of B and B is to the left of C. In A, there is a medium blue square near and to the left of a medium black triangle. The medium black triangle is near and below a medium yellow square. In B, there is a small blue square far to the left of a large black circle. There is a medium yellow circle far above the black circle. In C, there is a large yellow square",Is the medium yellow thing in A near and above a black thing?,YN,"Yes, No, DK",Yes,"['Symmetry', ' Converse']","**A**
- _ Medium blue square
- _ Red triangle
- _ Medium black circle

**B**
- _ Small blue square
- _ Black rectangle

**C**
- _ Large yellow square",['Yes'],Yes,['No'],['No'],['Yes'],Yes
